ID|word|meaning
3977|implement|n.工具,器具,vt.贯彻,履行
3978|championship|n.锦标(赛)
3979|hectare|n.公顷(等于1万平方米)。
3980|officer|n.官员,办事员,工作人员,军官
3981|best-seller|n.畅销书(货)
3982|dimensional|adj.尺寸的
3983|bookcase|书橱
3984|miss|n.小姐v.思念,未击中,错过,漏掉,逃脱
3985|taste|v.品尝,(of)有…味道,体验n.滋味,味觉
3986|facilitate|vt.使便利
3987|artist|n.艺术家,美术家,(某方面的)能手
3988|passion|n.激情
3989|printer|n.印刷工,印花工
3990|lend|vt.借给,贷(款)
3991|scant|adj.缺乏的,不足的,将近的,欠缺的。v.限制,节省,减少。
3992|north|n.北,北方a.北方的,北部ad.向北方,在北方
3993|agriculture|n.农业,农艺,农耕
3994|capillary|n.毛细管。adj.毛状的,毛细作用的
3995|egg|n.蛋,卵,卵形物
3996|gramophone|n.留声机
3997|reexport|v.再出口
3998|loan|n.借出物,贷款,借出,v.借
3999|Swedish|adj.&n.瑞典人(的)
4000|purpose|n.目的,意图,用途,效果
4001|conscience|n.良心,犯罪感
4002|fortitude|n.坚毅
4003|rub|n./v.摩擦
4004|literally|ad.照字义地,逐字地
4005|broadcast|v./n.广播(节目)
4006|merge|vt./vi.(企业)兼并,合并
4007|hitchhike|vi.免费搭乘他人便车
4008|pants|n.裤子
4009|advice|n.劝告,忠告,(医生等的)意见
4010|potion|n.一服,一剂。
4011|undulate|v.波动,起伏,成波浪形。adj.波浪形的,起伏的
4012|red|a.红的,红色的n.红色,红色颜料
4013|assembly|n.集合,会议,装配,(美)洲议会的众议院
4014|fraud|n.欺骗,欺诈行为,诡计,骗子,假货。
4015|quicken|vt.加快vi.加快
4016|invariably|ad.不变地,永恒地
4017|factual|adj.事实的,实际的。
4018|bunk|n.(轮船,火车等)铺位。
4019|shun|v.躲避,躲开
4020|ordinarily|ad.通常,大概
4021|above-mentioned|adj.上述的
4022|teacup|n.茶杯
4023|event|n.事件,事情
4024|constitutive|adj.宪法的,章程的
4025|member|n.成员,会员
4026|rehearsal|n.排练,排演,演习,预演,试演
4027|effective|a.有效的,生效的,被实施的,给人深刻印象
4028|handful|n.一把,少数,一小撮
4029|separately|ad.分离地
4030|dessert|n.正餐后的水果或甜食
4031|proprietor|n.所有者,业主
4032|sparkle|vi.闪光,闪耀
4033|venture|n.风险投资,(商业等的)风险项目vi.冒险,大胆行事vt.敢于,大胆表示,拿…冒险,冒…的险
4034|scratch|n.抓痕,擦伤,vt.抓,搔,挠
4035|ragged|adj.粗糙的。
4036|detergent|n.清洁剂,去垢剂。
4037|cape|n.海角,岬
4038|sad|a.悲哀的,忧愁的
4039|spatial|a.空间的,关于空间的
4040|uneven|adj.不平坦的,不平均的,不均匀的,奇数的。
4041|revive|v.苏醒,复活,复兴,再流行
4042|axial|a.轴的,轴向的
4043|indent|v.(书写)缩行
4044|ruler|n.统治者,支配者,尺,直尺
4045|righteous|a.正直的,正当的,公正的
4046|horizon|n.地平线,(常pl.)眼界,见识
4047|harmful|a.有害的
4048|lasting|adj.持久的,持续的
4049|flaw|n.瑕疵,缺点
4050|kilometer|n.公里,千米(略作km)
4051|union|n.联合,团结,联盟,联邦,协会,社团,和谐
4052|amplifier|n.放大器,扩大器
4053|changeable|adj.变化的
4054|dispose|v.处理,处置,除去,使愿意
4055|idiomatic|adj.习语的,惯用的
4056|convinced|adj.信服的
4057|monitor|n.班长,监视器v.监听,监视
4058|sweeten|vt.使变甜vi.变甜
4059|elastic|a.弹性的,有伸缩性的,n.橡皮圈
4060|cafe|n.咖啡馆,酒吧,餐馆
4061|responsibility|n.责任,责任心,职责,任务
4062|prefer|v.(to)更喜欢,宁愿
4063|mileage|n.里程
4064|pursuant|a.追踪的,依照的
4065|term|n.期,学期,条件
4066|cane|n.茎,手杖,甘蔗
4067|step|n.步,台阶,梯级,步骤,措施v.踏,走,举步
4068|flatter|vt.阿谀,使高兴,(肖像等)胜过(真人真物)
4069|if|conj.(用于连接宾语从句)是否,是不是
4070|discretion|n.慎重
4071|naive|a.天真的,幼稚的,轻信的
4072|yellow|a.黄的,黄色的n.黄色
4073|shark|n.鲨鱼
4074|layer|n.层
4075|administer|vt.掌管,料理…的事务,实施,给予,派给,投(药)
4076|administrative|adj.行政管理的
4077|transcript|n.抄本。
4078|renewal|n.更新,续订
4079|demonstration|n.示范,表演,示威
4080|greeting|n.问候,致敬
4081|obtainable|adj.可得到的
4082|serenity|n.安详,宁静,平静,沉着
4083|forensic|adj.法院的,适于法庭的,公开辩论的。n.辩论术。
4084|cork|n.软木a.软木制的vt.塞住,抑制
4085|inaccessible|a.达不到的,难接近的
4086|overextend|v.使承担过多的义务
4087|ferocious|a.凶猛的,凶残的
4088|erect|vt.建立,使竖立,a.直立的,竖直的
4089|climb|v./n.攀登,爬
4090|quirk|n.急转,遁词,怪癖。
4091|Mr.|n.(缩)先生
4092|kick|n./v.踢
4093|absolutely|ad.完全地,绝对地
4094|chest|n.胸腔,胸膛,箱,柜
4095|gear|a.齿轮的,轮的、杠杆等装置的,设备的,用具的,v.(使)相适合
4096|ominous|a.不祥的,不吉利的
4097|rosy|adj.玫瑰红的,幻想的,乐观的,愉快美好的
4098|mailbox|n.信箱
4099|constantly|adv.经常地
4100|wonderful|a.惊人的,奇妙的,极好的
4101|precisely|adv.精确地,恰好,正是,确实
4102|reckless|a.鲁莽的
4103|specific|a.明确的,具体的,特定的,特有的
4104|recreation|n.娱乐,消遣
4105|enjoy|vt.享受…的乐趣,欣赏,喜爱
4106|mill|n.磨粉机,磨坊,作坊,工厂
4107|lantern|n.灯,灯笼
4108|portion|n.一部分,一份,一客
4109|umbrella|n.伞
4110|dining-room|n.餐厅
4111|pardon|n.原谅,宽恕,请再说一遍v.原谅,饶恕,赦免
4112|plague|n.瘟疫,麻烦,祸患
4113|incidentally|ad.偶然地,顺便地
4114|tender|a.脆弱的,娇嫩的,温柔的,vt.提供,投标
4115|mariner|n.海员,水手
4116|ration|n.定量,配给量,正常量,合理的量vt.限量供应
4117|horsepower|n.马力
4118|pesticide|n.杀虫剂。
4119|auxiliary|a.辅助的,协助的
4120|menu|n.菜单
4121|pregnant|a.怀孕的,意义深远的
4122|map|n.地图,图vt.在地图上标示出,绘制地图
4123|plummet|n.铅锤,重荷。vi.垂直落下。
4124|prominence|n.显着,突出
4125|bridle|n.笼子,束缚vt.抑制
4126|renaissance|n.文艺复兴(时期),新生,复兴
4127|swing|vt./vi.摆动,摇动,旋转,转向
4128|insult|vt.侮辱,凌辱,n.侮辱的言词或行为
4129|long-term|adj.长期的
4130|assumption|n.假定,设想,采取,承担,推测,假装
4131|stimulate|v.刺激,使兴奋,激励,鼓舞
4132|scarce|a.缺乏的,不足的,稀少的,罕见的
4133|darkness|n.黑暗
4134|adjective|n.形容词a.形容词的,用作形容词的
4135|complicated|a.结构复杂的,困难的
4136|window|n.窗,窗口
4137|telephone|n.电话,电话机v.打电话
4138|cheer|n./v.振奋,高兴,欢呼
4139|wreathe|v.环绕盘旋。
4140|inorganic|a.无生物的,无机的
4141|nineteen|num./a.十九pron.十九(个,只…)
4142|engulf|v.吞没
4143|greed|n.贪心,贪婪
4144|indicative|a.指示的,表示的
4145|shave|v./n.剃,刮
4146|underground|n.地铁a.地下的,秘密的ad.在地下
4147|prize|n.奖赏,奖金,奖品v.珍视,珍惜
4148|romance|n.传奇,爱情故事
4149|bulk|n.容量,体积,大块
4150|controversial|a.引起争论的
4151|flavour|n.滋味,香味。
4152|colleague|n.同事,同僚
4153|export|v.出口,输出,n.出口,出口企业,出口品
4154|cliff|n.悬崖,峭壁
4155|kindness|n.仁慈,亲切,好意,友好行为
4156|grumble|vi./n.埋怨,发牢骚,咕哝
4157|stride|v./n.大踏步走
4158|shrewd|a.敏锐的,精明的,准确的
4159|violation|n.违犯,侵犯,妨碍
4160|total|n.总数,合计a.总的,全部的v.合计,总数达
4161|verbal|a.言语的,字句的,口头的
4162|infinitive|adj.不定式的
4163|arctic|a./n.北极的,北极
4164|garbage|n.垃圾,污物
4165|reticent|adj.沉默寡言的。
4166|consolation|n.(被)安慰,起安慰作用的人或事物。
4167|envy|n./vt.妒忌,妒忌的对象,羡慕
4168|mackintosh|n.(英国英语)雨衣,苹果计算机的一种型号
4169|footing|n.立足点,立场
4170|endeavour|n.<英>尽力,竭力。
4171|foregoing|adj.先行的,上述的
4172|contaminate|v.污染。
4173|pierce|vt.刺穿,刺破,穿透,突破,深深感动。
4174|courtesy|n.礼貌,谦恭
4175|superior|a.优良的,卓越的,上级的n.上级,长者,高手
4176|fortress|n.堡垒,要塞
4177|reef|n.礁,礁石,暗礁
4178|triangular|a.三角的,三者间的
4179|militia|n.民兵(组织)
4180|stroke|n.击,划,一笔,中风,击
4181|appreciation|n.欣赏,鉴别,感激
4182|code|n.规则,代号,密码vt.把…译成密码
4183|prospect|n.景色,前景,vi.勘探,寻找
4184|unjust|a.非正义的,不公平的
4185|disappointed|adj.失望的,扫兴的
4186|pathos|n.痛苦,感伤,悲怅,哀婉。
4187|punish|v.惩罚,处罚
4188|choir|n.唱诗班,唱诗班的席位。
4189|chairwoman|n.女主席,女董事长
4190|teacher|n.教师(员),老(导)师
4191|chemist|n.化学家,药剂师
4192|pail|n.桶,提桶一桶的量
4193|writing|n.写,写作,著作,作品
4194|oscillate|v.振荡。
4195|foggy|adj.有雾的,雾蒙蒙的
4196|earth|n.地球,陆地,泥土,土壤,尘世,人间
4197|sensational|adj.轰动的
4198|hasten|vt.催促vi.赶紧
4199|find|v.(found,found)找到,发现,发觉,感到
4200|catholic|n.天主教教徒
4201|welfare|n.幸福,福利,社会保障
4202|b/l|n.(缩)提单
4203|inhibit|抑制,约束,[化][医]抑制。
4204|mistress|n.女主人,主妇,情妇,情人
4205|showroom|n.展室,陈列室
4206|somebody|pron.某人,有人n.重要人物
4207|exact|a.确切的,正确的,精确的
4208|exception|n.例外,除外,反对,异议
4209|indemnify|v.赔偿,保护
4210|stove|n.炉子,火炉
4211|their|pron.他(她、它)们的
4212|geometry|n.几何学
4213|custodian|n.管理人。
4214|fumble|v.摸索
4215|guarantee|n./vt.保证,担保,保证人,担保物
4216|imperfect|adj.不完善的
4217|inspect|vt.检查,调查,视察
4218|bravery|n.勇敢
4219|eliminate|vt.排除,清楚,消灭,淘汰(常指在比赛中打败团队或个人,使他们不在参加)
4220|restore|vt.恢复,使回复,修复,整修,归还,交还
4221|foot|n.脚,足,英尺,底部
4222|withdraw|vt./vi.收回,取回,撤回,撤退
4223|competitive|a.竞争的,好竞争的,(价格等的)有竞争力的
4224|unbearable|a.难堪的,忍受不了的
4225|seaside|n.海滨,海边
4226|blend|v./n.混合,把…混成一体,混合物
4227|pervert|v.反常。
4228|pineapple|n.凤梨,波萝
4229|sit|vi.坐,坐下,位于,栖息,孵卵vt.使就坐
4230|free|a.自由的,免费的,免税的,空闲的vt.释放
4231|mimic|adj.模仿的,假装的,[生]拟态的。n.效颦者,模仿者,小丑,仿制品。vt.模仿,摹拟
4232|lag|vi.走得慢,落后,n.相隔时间
4233|suitable|a.(for)合适的,适宜的
4234|glimpse|n./vt.一瞥,匆匆一看
4235|nearby|a.附近的ad.在附近prep.在…附近
4236|sausage|n.香肠,腊肠
4237|yes|ad.是[用于肯定句前
4238|potter|n.陶工,制陶工人。
4239|interval|n.间隔的时间,间隔,间歇
4240|extremely|ad.极端,极其,非常
4241|water|n.水vt.浇灌,给…饮水vi.流泪,加水
4242|nullify|vt.使无效,废弃,取消
4243|headache|n.头痛
4244|subject|n.主题,学科a.隶属的,易遭…的(to)v.使隶属
4245|unlucky|a.不幸的,不吉的
4246|allude|vi.暗指,影射,间接提到。
4247|FALSE|a.谬误的,虚伪的,伪造的,假的
4248|combine|v.联合,连结,n.集团,联合企业
4249|corridor|n.走廊,通路
4250|stump|n.树桩,残茬,参与部分,残肢v.僵硬地走,使为难
4251|abolish|vt.废除
4252|climate|n.气候,风气,社会思潮
4253|yourself|pron.你自己,你亲自
4254|triangle|n.三角,三角形,三角关系
4255|jet|n.喷气发动机,喷气式飞机,喷口v.喷出,喷射
4256|curriculum|n.课程。
4257|proficient|a.熟练的,精通的
4258|corrode|v.腐蚀,侵蚀
4259|exist|v.存在,生存,生活
4260|toddle|vi.东倒西歪地走,蹒跚学步,散步vt.蹒跚(或信步)走路。n.东倒西歪的走路,刚学走步的小孩。
4261|herald|ad.传令官,通报者
4262|gush|v.涌出。
4263|wide|a.宽阔的,睁大的,远离的ad.广阔地,偏差地
4264|winter|n.冬季,冬天
4265|completely|ad.十分,完全地
4266|generation|n.产生,发生,一代(人)
4267|weigh|v.称…重量,称,重达,考虑,权衡
4268|academy|n.(高等)专科院校,学术社团,协会,研究院
4269|exhort|v.劝诫,忠告。
4270|fatty|adj.脂肪的,含脂肪的,脂肪状的,[医]脂肪过多。n.胖子。
4271|idleness|n.懒惰,赋闲无事
4272|greet|v.致敬,敬意,迎接,扑(鼻),入(耳),触(目)
4273|conceptive|adj.有想像力的,构想的
4274|alongside|ad./prep.在旁,靠近
4275|prototype|n.原型
4276|physically|ad.物质上,体格上
4277|until|conj./prep.直到…为止,在…以前,直到…
4278|negative|a.否定的,消极的,阴性的n.负数,(摄影)底片
4279|interim|adj.中间的,临时的,间歇的。n.中间时期,过渡时期,暂定。
4280|relish|n.美味,味道,调味品,食欲,乐趣v.喜欢,品味
4281|actuality|n.实际
4282|trace|n.痕迹,踪迹,极少量v.描绘,跟踪,追踪
4283|brief|a.简短的,简洁的v.简短介绍,简要汇报
4284|coefficient|n.协同因素,系数,率
4285|modern|a.现代的,近代的,新式的
4286|expulsion|n.逐出,开除。
4287|oversight|n.监视,疏忽
4288|comparative|a.比较的,相当的
4289|frequent|a.时常发生的,频繁的v.常到,时常出入于,常去
4290|shortly|ad.立刻,不久,不耐烦地,简慢地
4291|engineer|n.工程师
4292|fluctuation|n.波动,脉动,踌躇
4293|wreck|n.破坏,船舶失事,失事船只
4294|bacterium|n.(pl.bacteria)细菌
4295|fir|n.裘皮
4296|tighten|vt./vi.(使)变紧,(使)绷紧,扣紧
4297|feedback|n.反馈
4298|skate|v.溜冰,滑冰n.冰鞋
4299|equator|n.赤道
4300|smell|n.气味,嗅觉v.嗅,闻到,散发(…的)气味
4301|spot|n.斑点,地点v.认出,认清,发现,玷污,弄脏
4302|shield|n.盾,保护者,保护物,v.保护,庇护
4303|unreasonable|a.不讲道理的,过度的
4304|counsellor|n.顾问
4305|democratic|a.民主的
4306|module|n.组件,模块,模件,(航天器的)舱
4307|estuary|n.河口,江口
4308|soft|a.软的,温柔的,细嫩的,光滑的,不含酒精的
4309|lack|n./v.缺乏,不足
4310|authorize|v.授权,批准
4311|maim|vt.使残废,使不能工作。
4312|democracy|n.民主政体,民主,民主社会
4313|quiver|vt./vi.颤动,抖动
4314|stack|n.堆,大量,书库
4315|fluid|a.流动的,不固定的n.流体
4316|envision|vt.想象,预想。
4317|loop|n.环状物,绳圈,环,v.绕成圈
4318|rob|v.(of)抢劫,盗取,非法剥夺
4319|steep|a.陡峭的,(价格等)过高的,急剧的(上升或下降),vt.浸泡,沉浸
4320|knowledge|n.知识,学识,知道,了解
4321|patent|a.明显的,获得专利的,n.专利,专利权,专利品,vt.取得…专利
4322|flatten|vt.把…弄平,击倒
4323|obese|adj.肥胖的,肥大的。
4324|readily|ad.乐意地,欣然地,容易地
4325|conventional|a.惯例的,常规的
4326|riddle|n.谜,谜语,筛子
4327|derivation|n.引出,起源,衍生
4328|tan|n./a.(皮肤因日晒而成)棕褐色(的)vt.晒黑
4329|stress|n.压力,重压vt.着重,强调重点,重视
4330|bruise|n./v.青肿,受伤,伤痕
4331|abundance|n.丰富
4332|religion|n.宗教,信仰
4333|irritate|vt.激怒,使烦躁,使感到不适
4334|alarming|adj.警告的
4335|waitress|n.女侍者,女服务员
4336|outcast|adj.被逐的,被排斥的,被遗弃的。n.被驱逐者,流浪者,流氓。
4337|manila|n.马尼拉(菲律宾首都)。
4338|treble|adj.三倍的,三重的,三层的,最高音部的。v.成三倍,使增加两倍,增为三倍。
4339|complicate|v.使…复杂,使…难懂,使(疾病等)恶化,
4340|tigress|n.母虎
4341|mile|n.英里,哩,海里
4342|unexpected|a.想不到的,意外的,未预料到
4343|hedgehog|n.刺猬
4344|heed|v.&n.注意,留心
4345|acquire|vt.获得,取得
4346|congress|n.代表会议,(C-)(美国等)议会
4347|comedy|n.喜剧,喜剧性事件
4348|upon|prep.在…上,在…旁[=on
4349|hospitable|adj.好客的
4350|grill|n.烤架,铁格子,烤肉。v.烧,烤,严加盘问。
4351|consumption|n.消费(量),消耗,挥霍
4352|easy-going|adj.逍遥自在的
4353|temperate|adj.有节制的,适度的,戒酒的,(气候)温和的。
4354|royal|a.王室的,皇家的,第一流的,高贵的
4355|vow|n.誓约,许愿
4356|asthma|n.[医]哮喘。
4357|phony|adj.假冒的。n.假冒者
4358|radium|n.镭
4359|efficient|a.能胜任的,效率高的
4360|sewage|n.下水道,污水。v.用污水灌溉,装下水道于。
4361|innovate|v.革新,变革,创始
4362|baby-sitter|n.看护小孩的人
4363|civilian|n.平民,公务员,文官。adj.民间的,民用的。
4364|peruse|v.仔细阅读,审查
4365|clause|n.条款,从句
4366|nitrate|n.[化]硝酸盐,硝酸钾。
4367|cater|vi.供应伙食,为…提供服务,满足…的要求
4368|luxurious|a.爱好奢侈的,豪华的
4369|equitable|adj.公平的,公正的,平衡法的。
4370|primarily|ad.首先,主要地
4371|bird|n.鸟,雀,女人,嘘声
4372|equip|v.(with)装备,配备,训练
4373|compliance|n.遵守,依从
4374|Langkap|冷甲(马来西亚霹雳洲内一地方名)
4375|run|v.奔,跑,流,淌,蔓延,伸展,经营,运转
4376|wooden|a.木制的,呆笨的
4377|stupid|a.愚蠢的,迟钝的
4378|cabinet|n.柜橱,内阁
4379|invent|v.发明,创造,捏造,虚构
4380|gravel|n.沙砾,碎石
4381|delinquency|n.过失,为非作歹,失职
4382|proverb|n.谚语,格言,箴言
4383|common|a.普通的,共同的,一般的n.公有地
4384|infinitesimal|adj.无穷小的,极小的,无限小的。n.极小量,极微量,无限小
4385|dependable|adj.可依赖的
4386|ineffective|adj.效率低的
4387|acute|a.厉害的,敏锐的,(疾病等)急性的
4388|drowsy|adj.昏昏欲睡的,催眠的,(街、市等)沉寂的。
4389|color|n.颜色,颜料,肤色v.给…着色
4390|trait|n.显著的特点,特性。
4391|also|ad.而且(也),此外(还),同样地
4392|downstairs|ad.在楼下,往楼下
4393|urban|a.城市的,市内的
4394|local|a.地方的,当地的,局部的
4395|bread|n.面包
4396|graduate|n.大学毕业生,研究生a.毕了业的v.大学毕业
4397|balloon|n.气球,飞船a.气球状的v.乘坐气球,膨胀
4398|boy|n.男孩子,儿子,男性服务员
4399|abroad|ad.到国外,在国外,在传播,在流传
4400|complete|a.完全的,圆满的v.完成,结束,使完满
4401|autonomy|n.自治,自治权
4402|budget|n./vi.预算
4403|wing|n.翅,翅膀,翼,机翼,派别vt.装以翼
4404|bout|n.一回,一场,回合,较量。vt.来回耕。
4405|guilty|a.(of)有罪的,内疚的
4406|scarcely|ad.仅仅,几乎不
4407|jaw|n.颌,颚
4408|know-how|n.专项技术,诀窍
4409|Japan|n.日本,日本国
4410|shrub|n.灌木,灌木丛
4411|drastic|a.严厉的,极端的,激烈的,迅猛的
4412|moped|n.机动脚踏两用车。
4413|rude|a.粗鲁的,猛烈的,残暴的,粗糙的,粗陋的
4414|whoever|pron.谁,无论谁,究竟是谁
4415|team|n.小队,小组v.协同工作
4416|collapse|v./n.倒坍,(精神)垮下来
4417|trail|n.痕迹,足迹,小径,v.拖,拉,蔓延
4418|ugly|a.丑陋的,险恶的
4419|amateur|n./a.业余爱好者(的)
4420|bunch|n./v.束,串
4421|ten|num.十pron./a.十(个,只…)
4422|infringement|n.侵权
4423|badge|n.徽章,标记
4424|abridge|vt.(书等)删节
4425|insofar|adv.在范围内
4426|sceptical|adj.怀疑论的,怀疑的。
4427|lad|n.男孩,小伙子
4428|jug|n.(有柄,小口,可盛水等的)大壶,罐,盂
4429|offset|vt.抵消,补偿
4430|debt|n.债,债务
4431|minister|vi.照顾,给予帮助
4432|dear|a.昂贵的,亲爱的,珍贵的int.呵！哎呀！
4433|undoubtedly|ad.无疑地,必是地
4434|acquaintance|n.认识,相识,了解,相识的人,熟人
4435|windmill|n.风车
4436|of|prep.…的,在…之中,用…制的,关于…的
4437|daughter|n.女儿
4438|simple|a.简单的,单纯的,直率的,迟钝的,头脑简单的
4439|stimulus|n.刺激物,促进因素,刺激,刺激。
4440|marine|a.海的,海运的,n.船舶,海运业
4441|lure|v.引诱。
4442|scrutiny|n.细察,调查
4443|laugh|v.笑,(on)讥笑n.笑,笑声
4444|bonded|adj.保税的
4445|dollar|n.(美国,加拿大等国货币单位)美元,加元
4446|crumb|n.面包屑
4447|black|a.黑(色)的,黑暗的n.黑(色),黑暗,黑人
4448|lemon|n.柠檬
4449|corresponding|a.符合的,相应的,对应的
4450|enter|vt.进入,参加,加入,写入vi.进去,进来
4451|inherit|v.继承,经遗传而得(特性等)
4452|counter|n.柜台,v.反对,反击
4453|expression|n.表达,表情,声调,腔调,榨出,措词,式,符号
4454|plausible|adj.似是而非的。
4455|surmise|v.&n.猜想,推测
4456|refute|v.反驳,驳斥
4457|sportsmanship|n.体育精神
4458|alter|v.改变,更改
4459|correlation|n.相互关系,对射
4460|speed|n.速度,快v.迅速,前进,急行,加速,使加速
4461|audio-visual|adj.利用视觉和听觉,视听教学的。
4462|unpaid|a.未付的,不支薪水的
4463|intimation|n.亲密,熟悉
4464|thicken|vt.使变厚(或粗、密)
4465|fermentation|n.发酵。
4466|premier|n.首相,总理
4467|firearm|n.火器,枪炮。
4468|follow-up|n.&adj.后续(的)
4469|ruinous|a.毁灭性的,破坏性的
4470|subsequence|n.后果
4471|dissipate|v.消散,消失,浪费,挥霍
4472|number|n.数,数字,数量,号码,一群v.共计,编号
4473|irrevocable|adj.不可撤消的
4474|restrict|v.限制,约束
4475|scarf|n.围巾,头巾,领巾,领带
4476|afflict|vt.使痛苦,折磨。
4477|exorbitant|adj.过度的,过高的,昂贵的。
4478|ready|a.(for)准备好的,现成的,甘心的
4479|sailing|adj.启航的n.航行
4480|heroine|n.女英雄,女主角
4481|watch|v.观看,看守,(for)窥伺,等待n.看管,表
4482|early|a.早的,早期的,及早的ad.早,在初期
4483|capita|n.人
4484|sunrise|n.日出,拂晓,朝霞
4485|specially|ad.专门地,特别地
4486|sob|v./n.哭泣,呜咽
4487|carelessness|n.粗心
4488|exchange|v./n.交换,兑换
4489|engagement|n.约会,约定,婚约,订婚
4490|long|a.长的,长时间的,长期的ad.长久,长期地
4491|confrontation|n.面对,对峙
4492|frantic|adj.狂乱的,疯狂的。
4493|binding|n.装订
4494|sunflower|n.葵花
4495|withdrawal|n.撤退,取款
4496|great|a.伟大的,重要的,大量的,很好的,美好的
4497|twig|n.细枝
4498|gape|v.打呵欠。n.呵欠
4499|father-in-law|n.岳父,公公
4500|fishery|n.渔业
4501|down|ad.下,由大到小prep.沿着…而下a.向下的
4502|bribery|v.贿赂
4503|chatter|vi.&n.喋喋不休
4504|intransigent|adj.非妥协性的。n.不妥协的人。
4505|bravely|adv.勇敢地
4506|special|a.特殊的,专门的,附加的,额外的
4507|mint|n.薄荷,造币厂
4508|sprawl|n.四肢伸开的躺卧姿势,蔓生。v.四肢伸开地坐(或卧),爬行,蔓生,蔓延。
4509|squash|vt.压碎n.鲜果汁
4510|lost|adj.失去的
4511|dread|n./v.畏惧,恐惧
4512|external|a.外面的,外部的
4513|stormy|a.有暴风雨的,激烈的
4514|passenger|n.乘客,旅客
4515|pad|n.垫子,拍纸簿,vt.步行,走路
4516|photograph|n.照片
4517|glutinous|adj.粘性的。
4518|psychological|a.心理的,心理学的
4519|mentality|n.智力,心理状态
4520|intelligent|a.聪明的,明智的,理智的
4521|prerogative|n.特权。
4522|rail|n.栏杆,横杆,vi.责骂
4523|vainly|adv.徒劳地
4524|desperate|a.绝望的,不顾一切的,危急的
4525|bay|n.海湾
4526|comprehensive|a.内容广泛的,总括性的,综合的
4527|stencil|n.复写纸,蜡纸
4528|top|n.顶,顶端,首位,顶点a.最高的,顶上的
4529|wear|v.穿着,戴着,磨损,用旧n.穿,戴,磨损
4530|saucer|n.茶托,碟子
4531|sponsor|n./v.发起(人),主办(人)
4532|poultry|n.家禽,家禽肉
4533|lukewarm|adj.冷淡的。
4534|hereof|adv.在本文件中
4535|spread|v./n.伸开,伸展,散布,传播
4536|unity|n.团结,统一,一致,整体
4537|alert|a.机警的,警觉的,机灵的vt.使…警觉
4538|saddle|n.马鞍,鞍座,鞍状山脊
4539|supposedly|adv.想像上,按照推测。
4540|might|n.力量,强权,势力
4541|melodious|adj.音调优美的。
4542|humidity|n.湿度,空气湿度
4543|celebration|n.庆祝仪式
4544|mostly|ad.几乎全部地,主要地,大部分,基本上
4545|darling|n.心爱的人,亲爱的
4546|pill|n.药丸
4547|shoemaker|n.鞋匠
4548|rent|v.租,租赁n.租金
4549|exasperation|n.愤慨,加剧
4550|poem|n.诗
4551|romanticism|n.浪漫主义
4552|municipal|a.市的,市政的
4553|modernization|n.现代化
4554|inmate|n.同住者,同室者(特指在医院、监狱),居民。
4555|membership|n.会员资格,成员资格
4556|amendment|n.修改(通知书)
4557|bloom|n.花,兴旺时期,vi.开花,在青春时期
4558|nought|n.无,零
4559|pear|n.梨子,梨树
4560|huge|a.巨大的,庞大的
4561|subordinate|a.下级的,次要的,从属的,n.部下,下级职员,vt.把…列为下级,使在次要地位
4562|provide|v.供应,供给,准备,预防,规定
4563|splendid|a.壮丽的,辉煌的
4564|nearly|ad.差不多,几乎
4565|arboreal|adj.树的,乔木的,树栖的。
4566|biology|n.生物学
4567|disturb|vt.打扰,扰乱
4568|success|n.成就,成功,成功的事物,有成就的人
4569|quietly|adv.安静地,静静地
4570|often|ad.常常,经常,通常
4571|condition|n.条件,状况,环境vt.决定,支配,训练
4572|adequately|adv.恰当地
4573|clue|n.线索
4574|pilferage|v.偷窃
4575|craftsman|n.手艺人
4576|surrender|v./n.投降,自首,放弃,屈服
4577|trade|n.贸易,商业,职业,行业v.经商,交易
4578|oxidize|v.(使)氧化。
4579|launch|v.使(船)下水,发射(火箭),开始,开办,n.(船)下水,汽艇
4580|marry|v.结婚,嫁,娶
4581|mood|n.心情,情绪,语气
4582|propagation|n.繁殖,传播,蔓延
4583|ruling|adj.统治的
4584|male|n./a.男性(的),雄性(的)
4585|cripple|n.残疾人,跛子vt.使跛,使残疾
4586|narrate|v.叙述
4587|monotony|n.单调,枯燥
4588|erode|vt.侵蚀,腐蚀,使变化。vi.受腐蚀,逐渐消蚀掉。
4589|decimal|a.十进法的,小数的
4590|streamline|a.流线型的vt.使成流线型,使合理化
4591|broaden|vt.&vi.放宽,变阔
4592|smooth|a.光滑的,平稳的v.使光滑,使平稳
4593|chic|n.别致的款式(尤指妇女的服饰)。adj.别致的
4594|basis|n.基础,根据
4595|eastward|a.&ad.向东的,向东
4596|sleeve|n.袖子
4597|visible|a.可见的
4598|overwhelming|a.势不可挡的,压倒的
4599|incredible|a.不可相信的,惊人的,不可思议的
4600|birthday|n.生日,(成方)纪念日
4601|tide|n.潮汐,(舆论,公众情绪)潮流趋势
4602|priest|n.教士,神父
4603|edible|adj.可食用的。
4604|sitting-room|n.起居室
4605|sensible|a.明智的,可感觉的
4606|mixer|n.混合者,搅拌器
4607|fright|n.恐怖
4608|foe|n.敌人,宿敌
4609|equation|n.(数学)等式,方程式,(with)相等,均衡
4610|danger|n.危险,威胁,危险事物
4611|discreetly|adv.慎重地
4612|ahead|ad.在前面(头),向(朝)前,提前
