ID|word|meaning
3451 | dissever | v. 使分离；使分裂
3452 | peccant | adj. 犯罪的；有过失的
3453 | widespread | adj. 普遍的，广泛的；分布广的
3454 | effuse | v. 流出；涌出；泻出 adj. [植] 疏展的
3455 | corrosion | n. 腐蚀；腐蚀产生的物质；衰败
3456 | derogate | v. 减损；贬损
3457 | vital | adj. 至关重要的；生死攸关的；有活力的 n. (Vital)人名；(法、德、意、俄、葡)维塔尔；(西)比塔尔
3458 | mandatory | adj. 强制的；托管的；命令的 n. 受托者（等于mandatary）
3459 | cognizant | adj. 审理的；已认知的
3460 | allusion | n. 暗示；提及
3461 | orbit | n. 轨道；眼眶；势力范围；生活常规 v. 盘旋；绕轨道运行
3462 | furlough | n. 休假；暂时解雇；放假 v. 准假；暂时解雇
3463 | blatant | adj. 喧嚣的；公然的；炫耀的；俗丽的
3464 | subjection | n. 隶属；服从；征服
3465 | disorder | n. 混乱；骚乱 v. 使失调；扰乱
3466 | accustomed | adj. 习惯的；通常的；独有的 v. 使习惯于（accustom的过去分词）
3467 | rebuff | n. 断然拒绝；回绝；漠不关心 v. 断然拒绝
3468 | aerate | v. 充气；让空气进入；使暴露于空气中
3469 | deteriorate | v. 恶化，变坏
3470 | miasma | n. 瘴气；臭气；不良影响
3471 | bile | n. 胆汁；愤怒
3472 | auricular | adj. 耳的；耳状的
3473 | bilk | v. 欺骗，诈骗；使受挫折；赖帐 n. 诈骗；骗子；赖帐
3474 | evidence | n. 证据，证明；迹象；明显 v. 证明
3475 | stimulus | n. 刺激；激励；刺激物
3476 | credo | n. 信条，教义
3477 | blaze | v. 在树皮上刻路标；公开宣布 n. 火焰，烈火；光辉；情感爆发
3478 | embargo | v. 禁止出入港口；禁止或限制贸易；征用或扣押 n. 禁令；禁止；封港令
3479 | algae | n. [植] 藻类；[植] 海藻
3480 | vacate | v. 空出，腾出；辞职；休假
3481 | blight | n. 枯萎病；荒芜 v. 破坏；使…枯萎
3482 | gallant | adj. 英勇的，勇敢的；华丽的；雄伟的 n. (Gallant)人名；(法)加朗；(英)加伦特
3483 | vocative | adj. 呼格的；称呼的 n. 呼格
3484 | homily | n. 说教；训诫
3485 | complementary | adj. 补足的，补充的
3486 | predominant | adj. 主要的；卓越的；支配的；有力的；有影响的
3487 | derange | v. 扰乱；使错乱；使发狂
3488 | emphasize | v. 强调，着重
3489 | timorous | adj. 胆怯的；胆小的；羞怯的
3490 | complaint | n. 抱怨；诉苦；疾病；委屈
3491 | indistinct | adj. 模糊的，不清楚的；朦胧的；难以清楚辨认的
3492 | impenitent | n. 顽固的人；不知悔改的人 adj. 顽固的；不知悔改的
3493 | law | n. 法律；规律；法治；法学；诉讼；司法界 vi. 起诉；控告 vt. 控告；对…起诉
3494 | coax | v. 哄；哄诱；慢慢将…弄好
3495 | precision | n. 精度，[数] 精密度；精确 adj. 精密的，精确的
3496 | constant | adj. 不变的；恒定的；经常的 n. [数] 常数；恒量
3497 | witchcraft | n. 巫术；魔法
3498 | amiable | adj. 和蔼可亲的，亲切的 n. (Amiable)人名；(法)阿米亚布勒；(英)阿米娅布尔
3499 | maverick | n. 没打烙印的动物；持不同意见的人 vt. 用不正当手段获取 vi. 迷途；背离 adj. 未打烙印的；行为不合常规的；特立独行的
3500 | disrupt | v. 破坏；使瓦解；使分裂；使中断；使陷于混乱 adj. 分裂的，中断的；分散的
3501 | foible | n. 弱点；小缺点；癖好
3502 | pseudonym | n. 笔名；假名
3503 | acid | n. 酸；<俚>迷幻药 adj. 酸的；讽刺的；刻薄的
3504 | source | n. 来源；水源；原始资料
3505 | retrieve | v. [计] 检索；恢复；重新得到 n. [计] 检索；恢复，取回
3506 | obligate | v. 使负义务；强使，强迫；对…施以恩惠 adj. 有责任的，有义务的；必需的
3507 | botanize | v. 研究植物；采集植物 n. 研究并采集植物
3508 | knighthood | n. 骑士；骑士身份
3509 | vitamin | n. [生化] 维生素；[生化] 维他命
3510 | meager | adj. 贫乏的；瘦的 n. 兆
3511 | thermal | adj. 热的；热量的；保热的 n. 上升的热气流
3512 | plaudit | n. 喝彩；赞美
3513 | shrubbery | n. 灌木；[林] 灌木林
3514 | deliberate | adj. 故意的；深思熟虑的；从容的 v. 仔细考虑；商议
3515 | habitable | adj. 可居住的；适于居住的
3516 | brotherhood | n. 兄弟关系；手足情谊；四海之内皆兄弟的信念
3517 | acne | n. [皮肤] 痤疮，[皮肤] 粉刺
3518 | cue | n. 提示，暗示；线索 v. 给…暗示
3519 | convey | v. 传达；运输；让与
3520 | troubadour | n. 行吟诗人；民谣歌手
3521 | undersize | adj. 不够大的；小于一般尺寸的 n. 尺寸不足
3522 | rotation | n. 旋转；循环，轮流
3523 | audacious | adj. 无畏的；鲁莽的
3524 | redound | v. 有助于；报偿，报应；被转移
3525 | intolerable | adj. 无法忍受的；难耐的
3526 | dispel | v. 驱散，驱逐；消除（烦恼等）
3527 | wile | vt. 欺骗，诱骗；消遣 n. 诡计，阴谋
3528 | maudlin | adj. 感情脆弱的；容易流泪的；酒后伤感的 n. 伤感；易流泪
3529 | reproof | n. 责备；谴责
3530 | luminary | n. 发光体；杰出人物；知识渊博的人
3531 | numerous | adj. 许多的，很多的
3532 | privacy | n. 隐私；秘密；隐居；隐居处
3533 | secretive | adj. 秘密的；偷偷摸摸的；促进分泌的
3534 | antenna | n. [电讯] 天线；[动] 触角，[昆] 触须
3535 | reconsider | v. 重新考虑；重新审议
3536 | wily | adj. 狡猾的；诡计多端的 n. (Wily)人名；(英)威利
3537 | compliant | adj. 顺从的；服从的；应允的
3538 | forbearance | n. 自制，忍耐；宽容
3539 | dehydration | n. 脱水
3540 | gypsy | n. 吉卜赛人；吉卜赛语；像吉布赛的人；歌舞剧中的歌舞队员 adj. 象吉卜赛人的；吉卜赛人的；无照的 vi. 流浪
3541 | incident | n. 事件，事变；插曲 adj. [光] 入射的；附带的；易发生的，伴随而来的
3542 | virtual | adj. [计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
3543 | foresight | n. 先见，远见；预见；深谋远虑
3544 | debacle | n. 崩溃；灾害；解冻
3545 | entangle | v. 使纠缠；卷入；使混乱
3546 | playful | adj. 开玩笑的；幽默的；爱嬉戏的
3547 | lecherous | adj. 好色的；淫荡的；引起淫欲的
3548 | beatitude | n. 祝福；至福
3549 | preceding | adj. 在前的；前述的 v. 在之前（precede的ing形式）
3550 | quip | n. 妙语；嘲弄；讽刺语 v. 嘲弄；讥讽
3551 | dexterity | n. 灵巧；敏捷；机敏
3552 | susceptible | adj. 易受影响的；易感动的；容许…的 n. 易得病的人
3553 | predatory | adj. 掠夺的，掠夺成性的；食肉的；捕食生物的
3554 | excavate | v. 挖掘；开凿
3555 | symbolize | v. 象征；用符号表现
3556 | perplexing | adj. 复杂的，令人费解的；令人困惑的
3557 | depot | n. 仓库；停车场；航空站 vt. 把…存放在储藏处 adj. 药性持久的
3558 | macabre | adj. 可怕的；以死亡为主题的；令人毛骨悚然的（等于macaber）
3559 | probability | n. 可能性；机率；[数] 或然率
3560 | introvert | v. 使内向；使内倾；使内弯 n. 内向的人；内翻的东西
3561 | ardor | n. 热情；狂热；灼热
3562 | primitive | adj. 原始的，远古的；简单的，粗糙的 n. 原始人
3563 | baffle | v. 使…困惑；使…受挫折；用挡板控制 n. 挡板；困惑
3564 | fertile | adj. 富饶的，肥沃的；能生育的
3565 | portion | n. 部分；一份；命运 v. 分配；给…嫁妆
3566 | reactionary | adj. 保守的，反动的；反动主义的；反对改革的 n. 反动分子；反动派；保守派
3567 | diversity | n. 多样性；差异
3568 | hone | n. 磨刀石；想念；抱怨 v. 用磨刀石磨
3569 | unfavorable | adj. 不宜的；令人不快的；不顺利的
3570 | vendor | n. 卖主；小贩；供应商；[贸易] 自动售货机
3571 | acme | n. 顶点，极点；最高点
3572 | yummy | adj. 好吃的；美味的；愉快的 n. 美味的东西；令人喜爱的东西
3573 | amenity | n. 舒适；礼仪；愉快；便利设施
3574 | populous | adj. 人口稠密的；人口多的
3575 | verisimilar | adj. 好像是真的
3576 | workmanship | n. 手艺，工艺；技巧
3577 | frequent | adj. 频繁的；时常发生的；惯常的 v. 常到，常去；时常出入于
3578 | anomaly | n. 异常；不规则；反常事物
3579 | extraordinary | adj. 非凡的；特别的；离奇的；临时的；特派的
3580 | secede | v. 脱离；退出
3581 | outcry | n. 强烈抗议；大声疾呼；尖叫；倒彩
3582 | gainsay | v. 反驳；否定 n. 否认；反对
3583 | magnification | n. 放大；放大率；放大的复制品
3584 | littoral | adj. 沿海的；海滨的 n. 沿海地区（等于litora）
3585 | omission | n. 疏忽，遗漏；省略；冗长
3586 | inflammatory | adj. 炎症性的；煽动性的；激动的
3587 | auricle | n. 耳廓；外耳；心耳
3588 | devour | v. 吞食；毁灭
3589 | asexual | adj. [生物] 无性的；无性生殖的
3590 | recalcitrant | adj. 反抗的；反对的；顽强的 n. 顽抗者；不服从的人
3591 | debunk | v. 揭穿；拆穿…的假面具；暴露
3592 | carnivorous | adj. 食肉的；肉食性的
3593 | embroil | v. 使卷入；使混乱
3594 | narrative | n. 叙述；故事；讲述 adj. 叙事的，叙述的；叙事体的
3595 | segment | v. 分割 n. 段；部分
3596 | variation | n. 变化；[生物] 变异，变种
3597 | defect | n. 缺点，缺陷；不足之处 v. 变节；叛变
3598 | aforesaid | adj. 前述的，上述的
3599 | exert | v. 运用，发挥；施以影响
3600 | revoke | v. 撤回，取消；废除 n. 有牌不跟
3601 | ambivalent | adj. 矛盾的；好恶相克的
3602 | vocation | n. 职业；天职；天命；神召
3603 | peerless | adj. 无与伦比的；出类拔萃的；无比的
3604 | preferable | adj. 更好的，更可取的；更合意的
3605 | presumption | n. 放肆，傲慢；推测
3606 | census | v. 实施统计调查 n. 人口普查，人口调查
3607 | minus | prep. 减，减去 n. 负号，减号；不足；负数 adj. 减的；负的
3608 | tirade | n. 激烈的长篇演说
3609 | labyrinth | n. 迷宫；[解剖] 迷路；难解的事物
3610 | circumnavigate | v. 环航
3611 | empower | v. 授权，允许；使能够
3612 | depth | n. [海洋] 深度；深奥
3613 | condemn | v. 谴责；判刑，定罪；声讨
3614 | fainthearted | adj. 懦弱的，胆小的；无精神的
3615 | panic | n. 恐慌，惊慌；大恐慌 adj. 恐慌的；没有理由的 v. 使恐慌
3616 | synthesize | v. 合成；综合
3617 | intricate | adj. 复杂的；错综的，缠结的
3618 | remnant | n. 剩余 adj. 剩余的
3619 | acerbic | adj. 尖刻的（等于acerb）；酸的；辛辣的
3620 | aeronautics | n. 航空学；飞行术
3621 | laconic | adj. 简洁的，简明的
3622 | misbehavior | n. 品行不端；不礼貌（等于misbehaviour）
3623 | randomly | adv. 随便地，任意地；无目的地，胡乱地；未加计划地
3624 | ultimatum | n. 最后通牒；最后结论；基本原理
3625 | reassure | v. 使…安心，使消除疑虑
3626 | lackadaisical | adj. 懒洋洋的；无精打采的；伤感的
3627 | anterior | adj. 前面的；先前的
3628 | affray | n. 滋事；骚乱；争论
3629 | erode | v. 腐蚀，侵蚀
3630 | potion | n. 一剂；一服；饮剂
3631 | sedentary | adj. 久坐的；坐惯的；定栖的；静坐的
3632 | animadversion | n. 批评；非难；评语
3633 | misinterpret | v. 曲解，误解
3634 | alto | n. 女低音；男声最高音；中音乐器 adj. 中音部的
3635 | leaflet | n. 小叶；传单
3636 | interpose | v. 提出（异议等）；使插入；使干涉
3637 | anemometer | n. 风力计，[气象] 风速计
3638 | munificent | adj. 慷慨的；丰厚的；宽宏的
3639 | vocabulary | n. 词汇；词表；词汇量
3640 | bawl | v. 大叫；放声痛哭 n. 叫骂声
3641 | demographic | adj. 人口统计学的；人口学的
3642 | blazon | v. 宣布；装饰 n. 纹章；描绘
3643 | laggard | adj. 落后的；迟钝的；迟缓的 n. 落后者；迟钝者
3644 | excoriate | v. 严厉的责难；擦破的皮肤
3645 | convenient | adj. 方便的；[废语]适当的；[口语]近便的；实用的
3646 | genial | adj. 亲切的，友好的；和蔼的；适宜的
3647 | subterfuge | n. 托词；借口；诡计
3648 | meditate | v. 考虑；计划；企图
3649 | characteristic | adj. 典型的；特有的；表示特性的 n. 特征；特性；特色
3650 | bungle | v. 笨手笨脚地做；把…搞糟 n. 粗劣；失败；笨拙
3651 | aspire | v. 渴望；立志；追求
3652 | drudgery | n. 苦工，苦差事
3653 | photosynthesis | n. 光合作用
3654 | disclaim | v. 否认，拒绝；放弃，弃权；拒绝承认
3655 | insulator | n. [物] 绝缘体；从事绝缘工作的工人
3656 | inevitable | adj. 必然的，不可避免的
3657 | enrapture | v. 使狂喜；使著迷
3658 | baldness | n. 光秃；率直；枯燥
3659 | equipment | n. 设备，装备；器材
3660 | abject | adj. 卑鄙的；可怜的；不幸的；（境况）凄惨的，绝望的
3661 | dissension | n. 纠纷；意见不合；争吵；倾轧
3662 | validate | v. 证实，验证；确认；使生效
3663 | utopian | adj. 乌托邦的；空想的；理想化的 n. 空想家；乌托邦的居民
3664 | vertigo | n. 晕头转向，[临床] 眩晕
3665 | recruit | n. 招聘；新兵；新成员 v. 补充；聘用；征募；使…恢复健康
3666 | sear | v. 烤焦；使…枯萎 adj. 枯萎的；烤焦的 n. 烙印；烧焦痕迹
3667 | beset | v. 困扰；镶嵌；围绕
3668 | battalion | n. 营，军营；军队，部队
3669 | torpor | n. 不活泼；麻木；懒散，迟缓
3670 | rigorous | adj. 严格的，严厉的；严密的；严酷的
3671 | stupendous | adj. 惊人的；巨大的
3672 | commission | n. 委员会；佣金；犯；委任；委任状 v. 委任；使服役；委托制作
3673 | bureau | n. 局，处；衣柜；办公桌
3674 | barring | prep. 除非；不包括；除…以外 v. 阻拦（bar的ing形式） n. (Barring)人名；(德)巴林
3675 | fickle | adj. 浮躁的；易变的；变幻无常的
3676 | gnash | v. 咬牙切齿 n. 咬
3677 | ignoble | adj. 不光彩的；卑鄙的；卑贱的
3678 | static | adj. 静态的；静电的；静力的 n. 静电；静电干扰
3679 | vexation | n. 苦恼；恼怒；令人烦恼的事
3680 | insensate | adj. 无感觉的；无情的；无生命的
3681 | hamper | v. 妨碍；束缚；使困累 n. 食盒，食篮；阻碍物
3682 | narcissism | n. [心理] 自恋，自我陶醉
3683 | conscious | adj. 意识到的；故意的；神志清醒的
3684 | aloof | adj. 冷淡的；远离的；冷漠的 adv. 远离；避开地
3685 | antecede | v. 在之前；胜过；居前
3686 | exaggerate | v. 使扩大；使增大
3687 | graphic | adj. 形象的；图表的；绘画似的
3688 | expatriate | v. 使移居国外；流放，放逐；使放弃国籍 n. 被流放者；移居国外者 adj. 移居国外的；被流放的
3689 | daunt | v. 使气馁，使畏缩；威吓 n. (Daunt)人名；(英)当特
3690 | adorn | v. 装饰；使生色 n. (Adorn)人名；(泰)阿隆
3691 | subdivide | v. 细分，再分
3692 | resurgent | adj. 复活的；复苏的 n. 复活者
3693 | apposite | adj. 适当的；贴切的
3694 | remission | n. 缓解；宽恕；豁免
3695 | serviceable | adj. 有用的，可供使用的；耐用的
3696 | lengthy | adj. 漫长的，冗长的；啰唆的
3697 | kismet | n. 天命；命运
3698 | immutable | adj. 不变的；不可变的；不能变的
3699 | pedestal | n. 基架，基座；基础 vt. 搁在台上；支持；加座
3700 | unsavoury | adj. 难吃的；令人讨厌的
3701 | proficient | adj. 熟练的，精通的 n. 精通；专家，能手
3702 | license | n. 执照，许可证；特许 v. 许可；特许；发许可证给
3703 | communicative | adj. 交际的；爱说话的，健谈的；无隐讳交谈的
3704 | landlord | n. 房东，老板；地主
3705 | diffusion | n. 扩散，传播；[光] 漫射
3706 | lifetime | n. 一生；寿命；终生；使用期 adj. 一生的；终身的
3707 | autumnal | adj. 秋天的；已过中年的
3708 | plaintiff | n. 原告
3709 | seed | n. 种子；根据；精液；萌芽；子孙；原由 v. 播种；结实；成熟；去…籽
3710 | litigious | adj. 好诉讼的；好争论的
3711 | oxide | n. [化学] 氧化物
3712 | prevaricate | v. 搪塞；支吾其辞，闪烁其辞
3713 | original | n. 原件；原作；原物；原型 adj. 原始的；最初的；独创的；新颖的
3714 | periodicity | n. [数] 周期性；频率；定期性
3715 | suppress | v. 抑制；镇压；废止
3716 | orifice | n. [机] 孔口
3717 | auditory | n. 听众；礼堂 adj. 听觉的；耳朵的
3718 | implicate | v. 使卷入；涉及；暗指；影响
3719 | progeny | n. 子孙；后裔；成果
3720 | synonym | n. 同义词；同义字
3721 | doctrinaire | adj. 教条主义的；空谈理论的 n. 教条主义者；空论家，纯理论家
3722 | coy | adj. 腼腆的；忸怩作态的；怕羞的 vi. 忸怩作态 vt. 爱抚 n. (Coy)人名；(法)库瓦；(英、德、西)科伊
3723 | discretion | n. 自由裁量权；谨慎；判断力；判定；考虑周到
3724 | somnolent | adj. 催眠的，想睡的
3725 | rapprochement | n. 友好；恢复邦交；友善关系的建立
3726 | compunction | n. 悔恨，后悔；内疚
3727 | acquiesce | v. 默许；勉强同意
3728 | scrupulous | adj. 细心的；小心谨慎的；一丝不苟的
3729 | resilient | adj. 弹回的，有弹力的
3730 | vibration | n. 振动；犹豫；心灵感应
3731 | replica | n. 复制品，复制物
3732 | devious | adj. 偏僻的；弯曲的；不光明正大的
3733 | cacophonous | adj. 粗腔横调的；发音不和谐的
3734 | dauntless | adj. 无畏的；勇敢的；不屈不挠的
3735 | prudent | adj. 谨慎的；精明的；节俭的 n. (Prudent)人名；(法)普吕当
3736 | cylinder | n. 圆筒；汽缸；[数] 柱面；圆柱状物
3737 | beneficent | adj. 慈善的；善行的
3738 | vehement | adj. 激烈的，猛烈的；热烈的
3739 | period | n. 周期，期间；时期；月经；课时；（语法学）句点，句号 adj. 某一时代的
3740 | scribe | n. 抄写员；作家；划线器 v. 写下，记下；用划线器划
3741 | thesis | n. 论文；论点
3742 | ambrosial | adj. 特别美味的；芬香的
3743 | prankster | n. 爱开玩笑的人；顽皮的人；恶作剧的人
3744 | sound | v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地
3745 | crest | n. [物] 波峰；冠；山顶；顶饰 v. 到达绝顶；形成浪峰
3746 | simile | n. 明喻；直喻
3747 | neutron | n. [核] 中子
3748 | abomination | n. 厌恶；憎恨；令人厌恶的事物
3749 | christen | v. 为…命名；为…施洗礼 n. (Christen)人名；(法、德、西、丹、挪)克里斯滕；(英)克里森
3750 | exorbitant | adj. （要价等）过高的；（性格等）过分的；不在法律范围之内的
3751 | acreage | n. 面积，英亩数
3752 | hurricane | n. 飓风，暴风
3753 | hirsute | adj. 多毛的；[昆] 有粗毛的
3754 | arrant | adj. 极恶的；声名狼藉的；彻头彻尾的
3755 | glycerol | n. [有化] 甘油；丙三醇
3756 | clairvoyance | n. 千里眼；异常的洞察力
3757 | telepathy | n. 心灵感应；传心术
3758 | inspire | v. 激发；鼓舞；启示；产生；使生灵感
3759 | censor | v. 审查，检查；检查和删节 n. 检查员；[心理] 潜意识压抑力；信件检查员
3760 | profile | n. 侧面；轮廓；外形；剖面；简况 v. 描…的轮廓；扼要描述
3761 | reactor | n. [化工] 反应器；[核] 反应堆；起反应的人
3762 | contrition | n. 痛悔；悔悟
3763 | unilateral | adj. 单边的；[植] 单侧的；单方面的；单边音；（父母）单系的
3764 | vernal | adj. 春天的；和煦的；青春的
3765 | condensation | n. 冷凝；凝结；压缩；缩合聚合
3766 | callow | adj. 年轻而无经验的；羽毛未丰的 n. (Callow)人名；(英)卡洛
3767 | fluent | adj. 流畅的，流利的；液态的；畅流的
3768 | cabinet | n. 内阁；橱柜；展览艺术品的小陈列室 adj. 内阁的；私下的，秘密的
3769 | approval | n. 批准；认可；赞成
3770 | avocation | n. 副业；业余爱好；嗜好
3771 | precession | n. 岁差（等于precession of the equinoxes）；先行；优先
3772 | coincidence | n. 巧合；一致；同时发生
3773 | arboreal | adj. 树木的；栖息在树上的
3774 | exploit | v. 开发，开拓；剥削；开采 n. 勋绩；功绩
3775 | unit | n. 单位，单元；装置；[军] 部队；部件
3776 | misadventure | n. 灾难；不幸遭遇
3777 | nationality | n. 国籍，国家；民族；部落
3778 | valedictory | adj. 告别的 n. 告别辞
3779 | usage | n. 使用；用法；惯例
3780 | cleanliness | n. 清洁
3781 | gossamer | n. 蛛丝；薄纱；小蜘蛛网 adj. 轻飘飘的；薄弱的
3782 | purgatory | n. 炼狱；涤罪；暂时的苦难 adj. 涤罪的（等于purgative）
3783 | felonious | adj. 凶恶的；重罪的；极恶的
3784 | melodrama | n. 情节剧；音乐剧；耸人听闻的事件，闹剧
3785 | trapezoid | n. [数] 梯形；[数] 不规则四边形 adj. 梯形的；[数] 不规则四边形的
3786 | deficit | n. 赤字；不足额
3787 | dissimilar | adj. 不同的
3788 | brokerage | n. 佣金；回扣；中间人业务
3789 | fracture | n. 破裂，断裂；[外科] 骨折 v. 破裂；折断
3790 | modest | adj. 谦虚的，谦逊的；适度的；端庄的；羞怯的 n. (Modest)人名；(罗)莫代斯特；(德)莫德斯特；(俄)莫杰斯特
3791 | vaporize | v. 蒸发
3792 | prolix | adj. 冗长的；说话啰嗦的
3793 | spectroscope | n. [光] 分光镜
3794 | elocutionist | n. 演说家；雄辩家；朗诵者
3795 | jocular | adj. 爱开玩笑的；打趣的；滑稽的
3796 | focus | n. 焦点；中心；清晰；焦距 v. 使集中；使聚焦
3797 | unused | adj. 不用的；从未用过的
3798 | betrothal | n. 订婚；婚约
3799 | setback | n. 挫折；退步；逆流
3800 | stimulant | n. [药] 兴奋剂；刺激物；酒精饮料 adj. 激励的；使人兴奋的
3801 | dwindle | v. 减少；变小
3802 | greedy | adj. 贪婪的；贪吃的；渴望的
3803 | slender | adj. 细长的；苗条的；微薄的
3804 | outcast | n. 流浪的人；被驱逐的人 adj. 被遗弃的；无家可归的；被逐出的
3805 | curtail | v. 缩减；剪短；剥夺…特权等
3806 | logical | adj. 合逻辑的，合理的；逻辑学的
3807 | transact | v. 交易；谈判
3808 | amenable | adj. 有责任的：顺从的，服从的；有义务的；经得起检验的
3809 | utilize | v. 利用
3810 | educe | v. 引出；演绎；使显出
3811 | loathe | v. 讨厌，厌恶
3812 | foment | v. 煽动；挑起；热敷
3813 | judicious | adj. 明智的；头脑精明的；判断正确的
3814 | straightforward | adj. 简单的；坦率的；明确的；径直的 adv. 直截了当地；坦率地
3815 | anarchy | n. 无政府状态；混乱；无秩序
3816 | polarization | n. 极化；偏振；两极分化
3817 | emancipate | v. 解放；释放
3818 | funnel | n. 漏斗；烟囱 v. 通过漏斗或烟囱等；使成漏斗形
3819 | miscreant | adj. 异端的；邪道的；极恶的 n. 异端；恶棍；罪大恶极之人
3820 | parentage | n. 出身；亲子关系；门第；起源
3821 | torpid | adj. 迟钝的，迟缓的；不活泼的；麻痹的；[生物] 蛰伏的
3822 | galvanize | v. 镀锌；通电；刺激
3823 | pandemic | adj. （疾病等）（全国、全球i）流行的；普遍的 n. 流行性疾病
3824 | antonym | n. [语] 反义词
3825 | gusto | n. 爱好；由衷的高兴；嗜好
3826 | zealot | n. 狂热者；犹太教狂热信徒
3827 | lifelong | adj. 终身的
3828 | gibber | v. 喋喋而言；胡扯 n. 三棱石；无法听懂的话
3829 | furrow | n. 皱纹；犁沟；车辙 v. 犁；耕；弄绉
3830 | mirror | n. 镜子；真实的写照；榜样 v. 反射；反映
3831 | sardonic | adj. 讽刺的；嘲笑的，冷笑的
3832 | ravenous | adj. 贪婪的；渴望的；狼吞虎咽的
3833 | remorseless | adj. 冷酷的；不知过错的；坚持不懈的；不屈不挠的
3834 | chloroplast | n. [植] 叶绿体
3835 | balk | n. 障碍；错误 v. 阻止；推诿；错过
3836 | penetrate | v. 渗透；穿透；洞察
3837 | cache | n. 电脑高速缓冲存储器；贮存物；隐藏处 v. 隐藏；窖藏
3838 | bale | n. 包；捆；灾祸；不幸 v. 将打包
3839 | nurture | v. 养育；鼓励；培植 n. 养育；教养；营养物
3840 | levity | n. 多变；轻浮；轻率；不稳定
3841 | practicable | adj. 可用的；行得通的；可实行的
3842 | transplant | v. 移植；迁移；使移居 n. 移植；移植器官；被移植物；移居者
3843 | leg | n. 腿；支柱
3844 | omnipresent | adj. 无所不在的
3845 | nickel | n. 镍；镍币；五分镍币 v. 镀镍于
3846 | bland | adj. 乏味的；温和的；冷漠的 vt. 使…变得淡而无味；除掉…的特性 vi. 变得平淡无奇；丧失特性 n. (Bland)人名；(英)布兰德
3847 | overleap | v. 越过；跳过；忽略
3848 | fractious | adj. 易怒的；倔强的，难以对待的
3849 | carbohydrate | n. [有化] 碳水化合物；[有化] 糖类
3850 | lethal | adj. 致命的，致死的 n. 致死因子
3851 | radar | n. [雷达] 雷达，无线电探测器
3852 | remote | adj. 遥远的；偏僻的；疏远的 n. 远程
3853 | chord | n. 弦；和弦；香水的基调
3854 | explode | v. 爆炸，爆发；激增
3855 | commonplace | n. 老生常谈；司空见惯的事；普通的东西 adj. 平凡的；陈腐的
3856 | synchronous | adj. 同步的；同时的
3857 | deceive | v. 欺骗；行骗
3858 | antibiotics | n. [药] 抗生素；抗生学
3859 | parochial | adj. 教区的；狭小的；地方范围的
3860 | status | n. 地位；状态；情形；重要身份
3861 | herald | n. 预兆，征兆；先驱；传令官；报信者 v. 通报；预示…的来临
3862 | literature | n. 文学；文献；文艺；著作
3863 | limitation | n. 限制；限度；极限；追诉时效；有效期限；缺陷
3864 | biography | n. 传记；档案；个人简介
3865 | insensible | adj. 昏迷的；无知觉的；麻木不仁的
3866 | endurable | adj. 能忍耐的；可忍受的；能持久的
3867 | preparatory | adj. 预备的 n. 预科；预备学校
3868 | wavelength | n. [物] 波长
3869 | statue | n. 雕像，塑像 vt. 以雕像装饰
3870 | barren | adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的 n. 荒地
3871 | transitory | adj. 短暂的，暂时的；瞬息的
3872 | presentiment | n. 预感
3873 | unkempt | adj. 蓬乱的，不整洁的；（言语等）粗野的
3874 | legislate | v. 用立法规定；通过立法
3875 | barrel | v. 把……装入桶内 n. 桶；枪管，炮管
3876 | output | n. 输出，输出量；产量；出产 v. 输出
3877 | antemundane | 世界形成前的
3878 | delineate | v. 描绘；描写；画…的轮廓
3879 | ferocious | adj. 残忍的；惊人的
3880 | laudable | adj. 值得赞赏的
3881 | anticyclone | n. 反气旋，反旋风；高气压
3882 | manometer | n. 压力计；[流] 测压计；血压计
3883 | convert | v. 使转变；转换…；使…改变信仰 n. 皈依者；改变宗教信仰者
3884 | desertification | n. （土壤）荒漠化；沙漠化（等于desertization）
3885 | proscribe | v. 剥夺……的公权；禁止
3886 | solution | n. 解决方案；溶液；溶解；解答
3887 | modicum | n. 少量，一点点
3888 | beatify | v. 行宣福礼；使享福
3889 | transfigure | v. 使变形；使改观；美化；理想化
3890 | veneer | n. 外表；虚饰；饰面；胶合板的一层；薄木片 v. 胶合；虚饰；给…镶以饰片
3891 | devoid | adj. 缺乏的；全无的
3892 | affair | n. 事情；事务；私事；（尤指关系不长久的）风流韵事
3893 | carnivore | n. [动] 食肉动物；食虫植物
3894 | pellucid | adj. 透明的；清晰的；明了的
3895 | blase | adj. 玩厌了的，厌烦于享乐的 n. (Blase)人名；(德)布拉泽；(法)布拉斯
3896 | transverse | adj. 横向的；横断的；贯轴的 n. 横断面；贯轴；横肌
3897 | veracious | adj. 诚实的；真实的
3898 | coalescence | n. 合并；联合；接合
3899 | purport | v. 声称；意图；意指；打算 n. 意义，主旨；意图
3900 | participate | v. 参与，参加；分享
3901 | ceremonious | adj. 隆重的；讲究仪式的；正式的
3902 | unspeakable | adj. 无法形容的；不能以言语表达的；坏透了的
3903 | anachronism | n. 时代错误；不合潮流的人或物
3904 | abnormal | adj. 反常的，不规则的；变态的
