ID|word|meaning
5390 | recorder | n. 录音机；记录器；记录员；八孔直笛
5391 | creep | v. 爬行；蔓延；慢慢地移动；起鸡皮疙瘩 n. 爬行；毛骨悚然的感觉；谄媚者
5392 | inflation | n. 膨胀；通货膨胀；夸张；自命不凡
5393 | compartment | n. [建] 隔间；区划；卧车上的小客房 vt. 分隔；划分
5394 | incident | n. 事件，事变；插曲 adj. [光] 入射的；附带的；易发生的，伴随而来的
5395 | shore | v. 支撑，使稳住；用支柱撑住 n. 海滨；支柱
5396 | pardon | n. 原谅；赦免；宽恕 v. 原谅；赦免；宽恕
5397 | empire | n. 帝国；帝王统治，君权
5398 | ministry | n. （政府的）部门
5399 | tape | n. 胶带；磁带；带子；卷尺 v. 录音；用带子捆扎；用胶布把…封住
5400 | holy | adj. 圣洁的，神圣的；至善的 n. 神圣的东西
5401 | fiber | n. 纤维；光纤（等于fibre）
5402 | quiz | n. 考查；恶作剧；课堂测验 v. 挖苦；张望；对…进行测验
5403 | melody | n. 旋律；歌曲；美妙的音乐
5404 | fertile | adj. 富饶的，肥沃的；能生育的
5405 | portion | n. 部分；一份；命运 v. 分配；给…嫁妆
5406 | manuscript | n. [图情] 手稿；原稿 adj. 手写的
5407 | green | adj. 绿色的；青春的 n. 绿色；青春 v. 使…变绿色
5408 | greet | v. 欢迎，迎接；致敬，致意；映入眼帘 n. (Greet)人名；(英)格里特
5409 | famine | n. 饥荒；饥饿，奇缺
5410 | hollow | adj. 空的；中空的，空腹的；凹的；虚伪的 n. 洞；山谷；窟窿 v. 使成为空洞 adv. 彻底地；无用地
5411 | narrative | n. 叙述；故事；讲述 adj. 叙事的，叙述的；叙事体的
5412 | nylon | n. 尼龙，[纺] 聚酰胺纤维；尼龙袜
5413 | snap | v. 突然折断，拉断；猛咬；啪地关上 n. 猛咬；劈啪声；突然折断 adj. 突然的
5414 | defect | n. 缺点，缺陷；不足之处 v. 变节；叛变
5415 | dragon | n. 龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
5416 | acre | n. 土地，地产；英亩
5417 | honest | adj. 诚实的，实在的；可靠的；坦率的
5418 | postage | n. 邮资，邮费
5419 | revolt | v. 反抗；反叛；反感，厌恶 n. 反抗；叛乱；反感
5420 | preposition | n. 介词；前置词
5421 | flood | v. 淹没；充满；溢出 n. 洪水；泛滥；一大批
5422 | aircraft | n. 飞机，航空器
5423 | liver | n. 肝脏；生活者，居民
5424 | invade | v. 侵略；侵袭；侵扰；涌入
5425 | necklace | n. 项链
5426 | rabbit | n. 兔子，野兔 v. 让…见鬼去吧
5427 | commonwealth | n. 联邦；共和国；国民整体
5428 | defeat | v. 击败，战胜；挫败；使…失败 n. 失败的事实；击败的行为
5429 | giggle | v. 傻笑；咯咯地笑 n. 吃吃的笑
5430 | remnant | n. 剩余 adj. 剩余的
5431 | sparkle | n. 闪耀；火花；活力 v. 使闪耀；使发光
5432 | resolution | n. [物] 分辨率；决议；解决；决心
5433 | shove | v. 挤；强使；撞；猛推 n. 推；挤
5434 | reassure | v. 使…安心，使消除疑虑
5435 | seal | n. 密封；印章；海豹；封条；标志 v. 密封；盖章
5436 | seam | n. 缝；接缝 v. 缝合；接合；使留下伤痕
5437 | leaflet | n. 小叶；传单
5438 | vocabulary | n. 词汇；词表；词汇量
5439 | provision | n. 规定；条款；准备；[经] 供应品 v. 供给…食物及必需品
5440 | notwithstanding | adv. 尽管，仍然 prep. 尽管，虽然 conj. 虽然
5441 | motel | n. 汽车旅馆
5442 | convenient | adj. 方便的；[废语]适当的；[口语]近便的；实用的
5443 | wife | n. 妻子，已婚妇女；夫人
5444 | locality | n. 所在；位置；地点
5445 | meditate | v. 考虑；计划；企图
5446 | blueprint | v. 计划；制成蓝图 n. 蓝图，设计图；计划
5447 | shout | v. 呼喊；喊叫；大声说 n. 呼喊；呼叫
5448 | dynasty | n. 王朝，朝代
5449 | horsepower | n. 马力（功率单位）
5450 | yellow | adj. 黄色的；黄皮肤的 n. 黄色；黄种人；黄色颜料 v. 使变黄或发黄
5451 | garbage | n. 垃圾；废物
5452 | sunshine | n. 阳光；愉快；晴天；快活
5453 | fourteen | num. 十四；十四个；第十四 n. 十四的记号；十四岁；十四点钟；十五世纪
5454 | bureau | n. 局，处；衣柜；办公桌
5455 | certify | v. 证明；保证
5456 | static | adj. 静态的；静电的；静力的 n. 静电；静电干扰
5457 | panda | n. 熊猫；猫熊
5458 | log | v. 伐木 n. 记录；航行日志；原木
5459 | tangle | n. 纠纷；混乱状态 v. 使纠缠；处于混乱状态
5460 | magnificent | adj. 高尚的；壮丽的；华丽的；宏伟的
5461 | marvelous | adj. 了不起的；非凡的；令人惊异的；不平常的
5462 | swear | v. 发誓；咒骂 n. 宣誓；诅咒
5463 | blade | n. 叶片；刀片，刀锋；剑
5464 | magnetic | adj. 地磁的；有磁性的；有吸引力的
5465 | sniff | v. 嗅；嗤之以鼻 n. 吸，闻；嗤之以鼻；气味；以鼻吸气；吸气声
5466 | sweat | v. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待 n. 汗；水珠；焦急；苦差使
5467 | ugly | adj. 丑陋的；邪恶的；令人厌恶的
5468 | graphic | adj. 形象的；图表的；绘画似的
5469 | territory | n. 领土，领域；范围；地域；版图
5470 | drunk | v. 喝酒（drink的过去分词） adj. 喝醉了的
5471 | captain | n. 队长，首领；船长；上尉；海军上校 v. 指挥；率领
5472 | vicinity | n. 邻近，附近；近处
5473 | puppet | n. 木偶；傀儡；受他人操纵的人
5474 | offspring | n. 后代，子孙；产物
5475 | landlord | n. 房东，老板；地主
5476 | stagger | v. 蹒跚；使交错；使犹豫 n. 蹒跚；交错安排 adj. 交错的；错开的
5477 | nineteen | num. 十九
5478 | seed | n. 种子；根据；精液；萌芽；子孙；原由 v. 播种；结实；成熟；去…籽
5479 | cosmic | adj. 宇宙的（等于cosmical）
5480 | plentiful | adj. 丰富的；许多的；丰饶的；众多的
5481 | comb | n. 梳子；蜂巢；鸡冠 v. 梳头发；梳毛
5482 | singular | adj. 单数的；单一的；非凡的；异常的 n. 单数
5483 | handful | n. 少数；一把；棘手事
5484 | oxide | n. [化学] 氧化物
5485 | kindergarten | n. 幼儿园；幼稚园
5486 | actress | n. 女演员
5487 | fisherman | n. 渔夫；渔人
5488 | adore | v. 崇拜；爱慕；喜爱；极喜欢 n. (Adore)人名；(法)阿多尔
5489 | turbine | n. [动力] 涡轮；[动力] 涡轮机
5490 | cop | v. 抓住 n. 巡警，警官
5491 | cow | n. 奶牛，母牛；母兽 v. 威胁，恐吓
5492 | meantime | n. 其时，其间 adv. 同时；其间
5493 | frontier | n. 前沿；边界；国境 adj. 边界的；开拓的
5494 | cylinder | n. 圆筒；汽缸；[数] 柱面；圆柱状物
5495 | sweep | v. 扫除；猛拉；掸去 n. 打扫，扫除；范围；全胜
5496 | december | n. 十二月
5497 | cosy | adj. 舒适的；惬意的 n. 保温罩
5498 | hound | v. 追猎；烦扰；激励 n. 猎犬；卑劣的人
5499 | hurricane | n. 飓风，暴风
5500 | corn | n. （美）玉米；（英）谷物；[皮肤] 鸡眼 v. 腌；使成颗粒
5501 | traitor | n. 叛徒；卖国贼；背信弃义的人
5502 | federation | n. 联合；联邦；联盟；联邦政府
5503 | pirate | n. 海盗；盗版；侵犯专利权者 v. 掠夺；翻印；剽窃
5504 | profile | n. 侧面；轮廓；外形；剖面；简况 v. 描…的轮廓；扼要描述
5505 | thrust | n. [力] 推力；刺 v. 插；插入；推挤
5506 | camera | n. 照相机；摄影机
5507 | fluent | adj. 流畅的，流利的；液态的；畅流的
5508 | cabinet | n. 内阁；橱柜；展览艺术品的小陈列室 adj. 内阁的；私下的，秘密的
5509 | harassment | n. 骚扰；烦恼
5510 | sacred | adj. 神的；神圣的；宗教的；庄严的
5511 | threshold | n. 入口；门槛；开始；极限；临界值
5512 | owing | adj. 未付的；欠着的 v. 欠；把…归功于（owe的ing形式）
5513 | unit | n. 单位，单元；装置；[军] 部队；部件
5514 | nationality | n. 国籍，国家；民族；部落
5515 | usage | n. 使用；用法；惯例
5516 | potato | n. [作物] 土豆，[作物] 马铃薯
5517 | cord | n. 绳索；束缚 v. 用绳子捆绑
5518 | deficit | n. 赤字；不足额
5519 | fracture | n. 破裂，断裂；[外科] 骨折 v. 破裂；折断
5520 | bandage | n. 绷带 v. 用绷带包扎
5521 | downward | adj. 向下的，下降的 adv. 向下
5522 | platform | n. 平台；月台，站台；坛；讲台
5523 | tidy | adj. 整齐的；相当大的 v. 整理；收拾；弄整齐 n. 椅子的背罩
5524 | goat | n. 山羊；替罪羊（美俚）；色鬼（美俚）
5525 | greedy | adj. 贪婪的；贪吃的；渴望的
5526 | slender | adj. 细长的；苗条的；微薄的
5527 | migrate | v. 移动；随季节而移居；移往
5528 | cushion | n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄 v. 给…安上垫子；把…安置在垫子上；缓和…的冲击
5529 | scrap | n. 碎片；残余物；打架；少量 v. 废弃；使解体；拆毁 adj. 废弃的；零碎的
5530 | operational | adj. 操作的；运作的
5531 | curtain | n. 幕；窗帘 v. 遮蔽；装上门帘
5532 | wretched | adj. 可怜的；卑鄙的；令人苦恼或难受的
5533 | funeral | n. 葬礼；麻烦事 adj. 丧葬的，出殡的
5534 | jolly | adj. 愉快的；欢乐的；宜人的 adv. 很；非常 v. （口）用好话劝某人做…；（口）用好话使高兴 n. (Jolly)人名；(法)若利；(英、印)乔利；(德)约利
5535 | glove | n. 手套 vt. 给…戴手套
5536 | utilize | v. 利用
5537 | suffice | v. 使满足；足够…用；合格
5538 | port | n. 港口，口岸；（计算机的）端口；左舷；舱门 v. 转向左舷
5539 | bake | v. 烤，烘焙 n. 烤；烘烤食品
5540 | apartment | n. 公寓；房间
5541 | mirror | n. 镜子；真实的写照；榜样 v. 反射；反映
5542 | surroundings | n. 环境；周围的事物
5543 | remarkable | adj. 卓越的；非凡的；值得注意的
5544 | tide | n. 趋势，潮流；潮汐 v. 随潮漂流
5545 | lunar | adj. 月亮的，月球的；阴历的；银的；微亮的 n. (Lunar)人名；(西)卢纳尔
5546 | roundabout | adj. 迂回的，绕道的；圆滚滚的 n. 迂回路线；环状交叉路口
5547 | prospective | adj. 未来的；预期的 n. 预期；展望
5548 | aloud | adv. 大声地；出声地
5549 | module | n. [计] 模块；组件；模数
5550 | badminton | n. 羽毛球
5551 | bald | adj. 秃顶的；光秃的；单调的；无装饰的 v. 变秃 n. (Bald)人名；(英)鲍尔德；(德、法、波)巴尔德
5552 | framework | n. 框架，骨架；结构，构架
5553 | tick | v. 标记号于；滴答地记录 n. 滴答声；扁虱；记号；赊欠
5554 | leg | n. 腿；支柱
5555 | storey | n. [建] 楼层；叠架的一层
5556 | nickel | n. 镍；镍币；五分镍币 v. 镀镍于
5557 | undo | v. 取消；解开；破坏；扰乱
5558 | radar | n. [雷达] 雷达，无线电探测器
5559 | drawer | n. 抽屉；开票人；出票人；起草者；酒馆侍
5560 | explode | v. 爆炸，爆发；激增
5561 | skull | n. 头盖骨，脑壳
5562 | swell | v. 膨胀；肿胀；隆起 n. 肿胀；隆起 adj. 漂亮的；一流的
5563 | nurse | v. 看护，护理；照顾；培养；给…喂奶 n. 护士；奶妈，保姆
5564 | ignite | v. 点燃；使燃烧；使激动
5565 | commonplace | n. 老生常谈；司空见惯的事；普通的东西 adj. 平凡的；陈腐的
5566 | deceive | v. 欺骗；行骗
5567 | carriage | n. 运输；运费；四轮马车；举止；客车厢
5568 | greeting | n. 问候，招呼；祝贺 v. 致敬，欢迎（greet的现在分词）
5569 | tram | n. 电车轨道；煤车 v. 用煤车运载
5570 | howl | v. 咆哮；怒吼；狂吠 n. 嗥叫；怒号；嚎哭
5571 | plunge | n. 投入；跳进 v. 突然地下降；投入；陷入；跳进
5572 | biography | n. 传记；档案；个人简介
5573 | statue | n. 雕像，塑像 vt. 以雕像装饰
5574 | barren | adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的 n. 荒地
5575 | coke | n. 焦炭；可卡因；可口可乐（Coca-Cola） v. 焦化
5576 | tray | n. 托盘；文件盒；隔底匣；（无线电的）发射箱
5577 | pork | n. 猪肉 vt. 与女子性交
5578 | barrel | v. 把……装入桶内 n. 桶；枪管，炮管
5579 | mosaic | adj. 摩西的；拼成的；嵌花式的 n. 马赛克；镶嵌；镶嵌细工
5580 | blast | n. 爆炸；冲击波；一阵 v. 猛攻
5581 | seaside | n. 海边；海滨 adj. 海边的；海滨的
5582 | smog | n. 烟雾
5583 | lip | n. 嘴唇；边缘 vt. 以嘴唇碰 adj. 口头上的 vi. 用嘴唇
5584 | merchant | n. 商人，批发商；店主 adj. 商业的，商人的
5585 | excerpt | n. 摘录，引用 v. 引用，摘录
5586 | coin | v. 铸造（货币）；杜撰，创造 n. 硬币，钱币
5587 | aerial | adj. 空中的，航空的；空气的；空想的 n. [电讯] 天线
5588 | metaphor | n. 暗喻，隐喻；比喻说法
5589 | lid | n. 盖子；眼睑；限制 vt. 给…盖盖子
5590 | municipal | adj. 市政的，市的；地方自治的
5591 | coil | v. 盘绕，把…卷成圈 n. 线圈；卷
5592 | pope | n. 教皇，罗马教皇；权威，大师
5593 | ebb | n. 衰退；退潮；衰落 v. 衰退；减少；衰落；潮退
5594 | lawn | n. 草地；草坪
5595 | merchandise | n. 商品；货物 v. 买卖；推销
5596 | revelation | n. 启示；揭露；出乎意料的事；被揭露的真相
5597 | contemplate | v. 沉思；注视；思忖；预期
5598 | symposium | n. 讨论会，座谈会；专题论文集；酒宴，宴会
5599 | militant | adj. 好战的 n. 富有战斗性的人；好斗者；激进分子
5600 | thread | n. 线；螺纹；思路；衣服；线状物；玻璃纤维；路线 v. 穿过；穿线于；使交织
5601 | spider | n. 蜘蛛；设圈套者；三脚架
5602 | torch | n. 火把，火炬；手电筒；启发之物 v. 像火炬一样燃烧
5603 | choke | v. 呛；使窒息；阻塞；抑制；扑灭 n. 窒息；噎；[动力] 阻气门
5604 | refreshment | n. 点心；起提神作用的东西；精力恢复
5605 | overwhelm | v. 淹没；压倒；受打击；覆盖；压垮
5606 | amid | prep. 在其中，在其间 n. (Amid)人名；(法、阿拉伯)阿米德
5607 | ear | n. 耳朵；穗；听觉；倾听 vi. （美俚）听见；抽穗
5608 | ratio | n. 比率，比例
5609 | sneeze | v. 打喷嚏 n. 喷嚏
5610 | sympathize | v. 同情，怜悯；支持
5611 | wrist | n. 手腕；腕关节 vt. 用腕力移动
5612 | petroleum | n. 石油
5613 | imagination | n. [心理] 想象力；空想；幻想物
5614 | petty | adj. 琐碎的；小气的；小规模的 n. (Petty)人名；(英、法)佩蒂
5615 | endow | v. 赋予；捐赠；天生具有
5616 | cloudy | adj. 多云的；阴天的；愁容满面的
5617 | disastrous | adj. 灾难性的；损失惨重的；悲伤的
5618 | evening | n. 晚上；傍晚；（联欢性的）晚会；后期 adj. 在晚上的；为晚上的；晚上用的 int. 晚上好（等于good evening）
5619 | mat | n. 垫；垫子；衬边 v. 缠结；铺席于……上 adj. 无光泽的
5620 | commemorate | v. 庆祝，纪念；成为…的纪念
5621 | unanimous | adj. 全体一致的；意见一致的；无异议的
5622 | kilometre | n. [计量] 公里；[计量] 千米
5623 | equator | n. 赤道
5624 | chemistry | n. 化学；化学过程
5625 | civilization | n. 文明；文化
5626 | volume | n. 量；体积；卷；音量；大量；册 adj. 大量的 vi. 成团卷起 vt. 把…收集成卷
5627 | pear | n. [园艺] 梨树；梨子
5628 | successor | n. 继承者；后续的事物
5629 | pasture | n. 草地；牧场；牧草 v. 放牧；吃草
5630 | hostess | n. 女主人，女老板；女服务员；舞女；女房东
5631 | collide | v. 碰撞；抵触，冲突
5632 | cement | v. 巩固，加强；用水泥涂；接合 n. 水泥；接合剂
5633 | slum | v. （为猎奇或救济等）去贫民窟 n. 贫民窟；陋巷；脏乱的地方
5634 | outlook | n. 展望；观点；景色 vt. 比……好看；用目光压倒 vi. 朝外看
5635 | thursday | n. 星期四
5636 | saucer | n. 茶托，浅碟；浅碟形物；眼睛
5637 | umbrella | n. 雨伞；保护伞；庇护；伞形结构
5638 | burst | v. 爆发，突发；爆炸 n. 爆发，突发；爆炸
5639 | breakdown | n. 故障；崩溃；分解；分类；衰弱；跺脚曳步舞
5640 | zigzag | adj. 曲折的；锯齿形的；之字形的 v. 使成之字形；使曲折行进 n. 之字形；Z字形 adv. 曲折地；之字形地；Z字形地
5641 | accountant | n. 会计师；会计人员
5642 | starve | v. 饿死；挨饿；渴望
5643 | lease | n. 租约；租期；租赁物；租赁权 v. 出租；租得
5644 | staircase | n. 楼梯
5645 | dread | n. 恐惧；可怕的人（或物） v. 惧怕；担心 adj. 可怕的
5646 | mobile | adj. 可移动的；机动的；易变的；非固定的 n. 运动物体
5647 | youngster | n. 年轻人；少年
5648 | clothing | n. （总称）[服装] 服装；帆装 v. 覆盖（clothe的ing形式）；给…穿衣
5649 | island | n. 岛；岛屿；安全岛；岛状物 adj. 岛的 vt. 孤立；使成岛状
5650 | nitrogen | n. [化学] 氮
5651 | sister | n. 姐妹；（称志同道合者）姐妹；修女；护士 adj. 姐妹般的；同类型的
5652 | capitalism | n. 资本主义
5653 | pronunciation | n. 发音；读法
5654 | swim | v. 游泳；漂浮；浸；眩晕 n. 游泳；漂浮；眩晕 adj. 游泳时穿戴的
5655 | lofty | adj. 高的；崇高的；高级的；高傲的 n. (Lofty)人名；(英)洛夫蒂
5656 | trip | v. 绊倒；远足；犯错误；轻快地走 n. 旅行；绊倒；差错
5657 | trim | v. 修剪；整理；装点 n. 修剪；整齐；情形 adj. 整齐的
5658 | sketch | n. 素描；略图；梗概 v. 画素描或速写
5659 | diameter | n. 直径
5660 | glory | n. 光荣，荣誉；赞颂 v. 自豪，骄傲；狂喜
5661 | ounce | n. 盎司；少量；雪豹
5662 | abdomen | n. 腹部；下腹；腹腔
5663 | discriminate | v. 歧视；区别；辨别
5664 | elbow | n. 肘部；弯头；扶手 v. 推挤；用手肘推开
5665 | dye | n. 染料；染色 v. 染；把…染上颜色
5666 | socialism | n. 社会主义
5667 | spiritual | n. 圣歌（尤指美国南部黑人的） adj. 精神的，心灵的
5668 | repay | v. 偿还；报答；报复
5669 | laser | n. 激光
5670 | pleasant | adj. 令人愉快的，舒适的；讨人喜欢的，和蔼可亲的 n. (Pleasant)人名；(英)普莱曾特
5671 | whip | v. 抽打；煽动；搅打（蛋，奶油）；彻底击败 n. 鞭子；抽打；车夫；[机] 搅拌器
5672 | enroll | v. 登记；使加入；把记入名册；使入伍
5673 | monthly | adj. 每月的，每月一次的；有效期为一个月的 n. 月刊 adv. 每月，每月一次
5674 | composite | n. 复合材料；合成物；菊科 adj. 复合的；合成的；菊科的 vt. 使合成；使混合
5675 | geometry | n. 几何学
5676 | impetus | n. 动力；促进；冲力
5677 | flee | v. 逃走；消失，消散
5678 | county | n. 郡，县
5679 | porcelain | n. 瓷；瓷器 adj. 瓷制的；精美的
5680 | semester | n. 学期；半年
5681 | breeze | n. 微风；轻而易举的事；煤屑；焦炭渣；小风波 v. 吹微风；逃走
5682 | hardware | n. 计算机硬件；五金器具
5683 | interval | n. 间隔；间距；幕间休息
5684 | numb | v. 使麻木；使发愣；使失去感觉 adj. 麻木的；发愣的
5685 | wound | n. 创伤，伤口 v. 使受伤
5686 | chicken | n. 鸡肉；小鸡；胆小鬼，懦夫 adj. 鸡肉的；胆怯的；幼小的
5687 | streamline | v. 把…做成流线型；使现代化；组织；使合理化；使简单化 n. 流线；流线型 adj. 流线型的
5688 | harmony | n. 协调；和睦；融洽；调和
5689 | henceforth | adv. 今后；自此以后
5690 | banner | n. 横幅图片的广告模式
5691 | lion | n. 狮子；名人；勇猛的人；社交场合的名流
5692 | champagne | n. 香槟酒；香槟酒色
5693 | classification | n. 分类；类别，等级
5694 | insert | v. 插入；嵌入 n. 插入物；管芯；镶块；[机械]刀片
5695 | detective | adj. 侦探的 n. 侦探
5696 | atom | n. 原子
5697 | terror | n. 恐怖；恐怖行动；恐怖时期；可怕的人
5698 | carpet | v. 在…上铺地毯，把地毯铺在…上；斥责 n. 地毯；地毯状覆盖物
5699 | despatch | v. 派遣；发送；匆匆吃下 n. 派遣；发送（等于dispatch）
5700 | fraud | n. 欺骗；骗子；诡计
5701 | fever | n. 发烧，发热；狂热 vt. 使发烧；使狂热；使患热病 vi. 发烧；狂热；患热病
5702 | gulf | n. 海湾；深渊；分歧；漩涡 vt. 吞没
5703 | lash | v. 鞭打；冲击；摆动；扎捆；煽动；讽刺 n. 鞭打；睫毛；鞭子；责骂；讽刺
5704 | pavement | n. 人行道
5705 | germ | n. [植] 胚芽，萌芽；细菌 vi. 萌芽
5706 | flat | adj. 平的；单调的；不景气的；干脆的；平坦的；扁平的；浅的 adv. （尤指贴着另一表面）平直地；断然地；水平地；直接地，完全地 n. 平地；公寓；平面 vt. 使变平；[音乐]使（音调）下降，尤指降半音 vi. 逐渐变平；[音乐]以降调唱（或奏）
5707 | spill | v. 使溢出，使流出；使摔下 n. 溢出，溅出；溢出量；摔下；小塞子
5708 | flap | n. 拍打，拍打声；神经紧张；[航] 襟翼 v. 拍动；神经紧张；鼓翼而飞；（帽边等）垂下
5709 | balloon | v. 激增；膨胀如气球 n. 气球 adj. 像气球般鼓起的
5710 | flag | v. 标记；衰退；枯萎 n. 标志；旗子
5711 | liquid | adj. 液体的；清澈的；明亮的；易变的 n. 液体，流体；流音
5712 | tub | n. 浴盆；桶 vt. 把…装入桶；为…洗盆浴 vi. 洗盆浴；（衣服等）被放在桶里洗
5713 | eastern | adj. 东方的；朝东的；东洋的 n. 东方人；（美国）东部地区的人
5714 | virtue | n. 美德；优点；贞操；功效
5715 | tug | n. 拖船；拖曳；苦干 v. 用力拉；竞争；努力做
5716 | highway | n. 公路，大路；捷径
5717 | copper | n. 铜；铜币；警察 adj. 铜制的 v. 镀铜
5718 | volunteer | n. 志愿者；志愿兵 adj. 志愿的 v. 自愿
5719 | elephant | n. 象；大号图画纸
5720 | beauty | n. 美；美丽；美人；美好的东西
5721 | eccentric | adj. 古怪的，反常的 n. 古怪的人
5722 | mineral | n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示） adj. 矿物的；矿质的
5723 | illness | n. 病；疾病
5724 | customary | adj. 习惯的；通常的 n. 习惯法汇编
5725 | peel | v. 剥，剥落；削 n. 皮
5726 | fright | n. 惊吓；惊骇 v. 使惊恐
5727 | spine | n. 脊柱，脊椎；刺；书脊
5728 | peep | n. 偷看；隐约看见，瞥见 v. 窥视；慢慢露出，出现；吱吱叫
5729 | easter | n. 复活节
5730 | briefcase | n. 公文包
5731 | hurl | v. 丢下；用力投掷；愤慨地说出 n. 用力的投掷
5732 | impart | v. 给予（尤指抽象事物），传授；告知，透露
5733 | summary | adj. 简易的；扼要的 n. 概要，摘要，总结
5734 | eighteen | n. 十八，十八个 adj. 十八个的，十八的 num. 十八
5735 | assistant | n. 助手，助理，助教 adj. 辅助的，助理的；有帮助的
5736 | humor | n. 幽默，诙谐；心情 v. 迎合，迁就；顺应
5737 | cordial | adj. 热忱的，诚恳的；兴奋的 n. 补品；兴奋剂；甜香酒，甘露酒
5738 | signature | n. 署名；签名；信号
5739 | mob | n. 暴民，暴徒；民众；乌合之众 v. 大举包围，围攻；蜂拥进入
5740 | catalog | n. [图情][计] 目录；登记 v. 登记；为…编目录
5741 | pedal | v. 踩踏板；骑车 n. 踏板；脚蹬子 adj. 脚的；脚踏的
5742 | metric | adj. 公制的；米制的；公尺的 n. 度量标准
5743 | chorus | n. 合唱队；齐声；歌舞队 v. 合唱；异口同声地说
5744 | brilliant | adj. 灿烂的，闪耀的；杰出的；有才气的；精彩的，绝妙的
5745 | elastic | adj. 有弹性的；灵活的；易伸缩的 n. 松紧带；橡皮圈
5746 | shrewd | adj. 精明的；狡猾的；机灵的 n. 精明（的人）；机灵（的人）
5747 | sideways | adv. 向侧面地；向一旁 adj. 向侧面的；一旁的
5748 | assurance | n. 保证，担保；（人寿）保险；确信；断言；厚脸皮，无耻
5749 | footstep | n. 脚步；脚步声；足迹
5750 | widow | v. 使成寡妇 n. 寡妇；孀妇
5751 | shady | adj. 成荫的；阴暗的；名声不好的 n. (Shady)人名；(阿拉伯)沙迪
5752 | intersection | n. 交叉；十字路口；交集；交叉点
5753 | spiral | n. 螺旋；旋涡；螺旋形之物 adj. 螺旋形的；盘旋的 v. 使成螺旋形；使作螺旋形上升
5754 | grocer | n. 杂货店；食品商
5755 | shaft | n. 拍杆；[机] 轴；箭杆；杆状物 v. 利用；在……上装杆
5756 | slap | v. 拍击；侮辱；掌击；掴…的耳光 n. 掴；侮辱；掌击；拍打声 adv. 直接地；猛然地；恰好
5757 | dash | n. 破折号；冲撞 v. 使…破灭；猛撞；泼溅
5758 | inventory | n. 存货，存货清单；详细目录；财产清册
5759 | trench | n. 沟，沟渠；战壕；堑壕 v. 掘沟
5760 | slam | v. 砰地关上；猛力抨击 n. 猛击；砰然声
5761 | kick | v. 踢；反冲，朝后座 n. 踢；反冲，后座力
5762 | portable | adj. 手提的，便携式的；轻便的 n. 手提式打字机
5763 | plantation | n. 栽植；殖民；大农场 adj. 适用于种植园或热带、亚热带国家的
5764 | mug | n. 杯子；脸；苦读者 v. 扮鬼脸，做怪相
5765 | questionnaire | n. 问卷；调查表
5766 | mud | v. 弄脏；用泥涂 n. 泥；诽谤的话；无价值的东西
5767 | shorthand | n. 速记；速记法 adj. 速记法的
5768 | browse | v. 浏览；吃草 n. 浏览；吃草
5769 | swallow | v. 忍受；吞没 n. 燕子；一次吞咽的量
5770 | inlet | n. 入口，进口；插入物；水湾 v. 引进; 嵌入; 插入;
5771 | cocaine | n. [药] 可卡因
5772 | width | n. 宽度；广度
5773 | lake | n. 湖；深红色颜料；胭脂红 vt. （使）血球溶解 vi. （使）血球溶解
5774 | architect | n. 建筑师
5775 | plumber | n. 水管工；堵漏人员
5776 | clumsy | adj. 笨拙的
5777 | liquor | n. 酒，含酒精饮料；溶液；液体；烈酒 vi. 喝酒，灌酒 vt. 使喝醉
5778 | paddle | n. 划桨；明轮翼 v. 拌；搅；用桨划
5779 | toe | n. 脚趾；足尖 v. 用脚尖走；以趾踏触
5780 | weight | n. 重量，重力；负担；砝码；重要性 v. 加重量于，使变重
5781 | density | n. 密度
5782 | withhold | v. 保留，不给；隐瞒；抑制
5783 | lane | n. 小巷；[航][水运] 航线；车道；罚球区
5784 | toy | n. 玩具；小装饰品；不值钱的东西 v. 玩弄；调情；随随便便地对待 adj. 作为玩具的；玩物似的
5785 | pedestrian | adj. 徒步的；缺乏想像力的 n. 行人；步行者
5786 | tow | n. 拖；麻的粗纤维；拖曳所用之绳 v. 拖；牵引；曳
5787 | compatible | adj. 兼容的；能共处的；可并立的
5788 | fellowship | n. 团体；友谊；奖学金；研究员职位
5789 | lamb | n. 羔羊，小羊；羔羊肉 v. 生小羊，产羔羊
5790 | humid | adj. 潮湿的；湿润的；多湿气的
5791 | lame | adj. 跛足的；僵痛的；不完全的；无说服力的；差劲的，蹩脚的 v. 变跛
5792 | snatch | n. 抢夺；抓举；小量 v. 夺得；抽空做；及时救助
5793 | flour | n. 面粉；粉状物质 v. 撒粉于；把…磨成粉
5794 | cohesive | adj. 凝聚的；有结合力的；紧密结合的；有粘着力的
5795 | lamp | n. 灯；照射器 vt. 照亮 vi. 发亮
5796 | serial | adj. 连续的；连载的；分期偿还的 n. 电视连续剧；[图情] 期刊；连载小说
5797 | equip | v. 装备，配备
5798 | garlic | n. 大蒜；蒜头
5799 | poultry | n. 家禽
5800 | shake | v. 动摇；摇动；震动；握手 n. 摇动；哆嗦
5801 | tempo | n. 速度，发展速度；拍子
