ID|word|meaning
4350|unwillingly|ad.不情愿地,勉强地
4351|take|v.拿,取,带,接受,吃
4352|awkward|a.难使用的,笨拙的,别扭的
4353|dissatisfy|vt.使感觉不满,不满足
4354|motive|v.警告,告诫
4355|selenium|n.[化]硒
4356|unnecessary|a.不必要的,多余的
4357|utensil|n.器具
4358|original|a.原始的,最初的
4359|charcoal|n.木炭
4360|insanity|n.精神错乱,疯狂,愚顽
4361|taro|n.芋头
4362|tavernkeeper|n.小餐馆老板
4363|naive|a.天真的
4364|simulate|vt.模拟,模仿
4365|notation|n.符号,标记法
4366|every|a.每个,一切的,每隔
4367|lane|n.小路,小巷,行车道
4368|pickaxe|n.鹤嘴锄,手镐
4369|virgin|n.处女,未婚女子.a.未开发的
4370|cable|n.缆绳,电缆
4371|canoes|n.独木舟
4372|monetary|a.货币的,金融的
4373|nowhere|ad.无处,任何地方都不
4374|negate|vt.否定,打消,使无效
4375|thirst|n.口渴,热望.vi.渴望
4376|landform|n.地形,地貌
4377|season|n.季节,vt.给…调味,加味于
4378|mirror|n.镜子.vt.反映,映出
4379|botanical|a.植物(学)的
4380|division|n.分开,分割,区分
4381|sibling|n.兄弟姐妹
4382|proton|n.质子
4383|unusual|a.异常的,独特的
4384|utter|a.全然的,绝对的.vt.说,发射
4385|vest|n.汗衫,马甲.vt.使穿衣服,授予
4386|chant|n.圣歌
4387|lift|vt.举,解除,剽窃.vi.升起,消散.n.电梯
4388|process|vt.加工,处理.n.过程
4389|refuge|n.庇护,避难所.v.给予庇护
4390|pure|a.纯的,纯粹的
4391|haul|vt./.n.(用力)拖,拉
4392|powder|n.粉(末).v.搽粉,撒粉
4393|economize|v.节省,有效地利用
4394|fancy|vt.喜欢n.爱好,想象力
4395|metric|a.米制的,公制的
4396|methane|n.甲烷,沼气
4397|curtain|n.窗帘.v.遮掉
4398|decisive|a.决定性的,果断的,坚定的
4399|preschool|a.未满学龄的n.幼儿园
4400|direction|n.方向,指引,用法说明,趋势
4401|situation|n.情形,境遇,位置
4402|predate|v.提早日期,居先
4403|interstellar|a.星际的
4404|boomer|n.生育高峰中出生的人
4405|dilute|vt.稀释,冲淡
4406|affluent|a.丰富的,富裕的
4407|alternative|a.选择性的,二中择一的
4408|incapable|a.无能力的,不胜任的
4409|pul|n.普尔(阿富汗辅币单位)
4410|determinedly|ad.决然地,断然地
4411|twice|ad.两次,两倍
4412|experiment|n.试验.vi.尝试,做实验
4413|textile|n.纺织品.a.纺织的
4414|ideology|n.意识形态,思想意识,观念学
4415|reheat|vt.再热,将…重新加热
4416|column|n.圆柱,专栏
4417|flower|n.花.v.开花,繁荣
4418|mainstay|n.支柱,骨干
4419|archaeocyte|n.原始(生殖)细胞
4420|product|n.产品,产物.n.乘积
4421|grandparents|n.外祖父母,祖父母
4422|rehabilitate|vt.修复,改造,使康复
4423|proclaim|vt.宣布,声明,显露
4424|perception|n.观念,洞察力,认识能力
4425|marsupial|n.有袋动物.a.有袋动物的
4426|softness|n.柔和,温柔
4427|insurmountable|a.不能克服的,不能超越的
4428|perceive|v.察觉,感知,理解
4429|martian|n./a.火星人(的)
4430|microbe|n.微生物,细菌
4431|differently|ad.不同地,有差别地
4432|rectangle|n.长方形,矩形
4433|marble|n.大理石
4434|congressional|a.会议的,国(议)会的
4435|eliminate|v.排除,除去
4436|attractively|ad.有吸引力地,诱人地
4437|descendant|n.子孙,后裔
4438|morally|ad.道德上
4439|splash|n./v.溅,飞溅
4440|valse|v.轻轻地走.n.华尔兹
4441|abstract|n.摘要,抽象
4442|sentimental|a.感伤的,多愁善感的
4443|controversy|n.论争,辩论
4444|sudden|a.突然的,意外的
4445|notice|n.通知.v.注意到
4446|pretentious|a.自命不凡的,自负的,炫耀的,做作的
4447|laugh|v./n.笑,笑声
4448|principally|ad.主要地,大部分
4449|persuasively|ad.有说服力的,口才好的
4450|gold|n.黄金,金币.a.金的
4451|unanimity|n.全体一致
4452|drip|n.水滴.v.(使)滴下
4453|adapt|v.适应,改编
4454|replacement|n.代替,更换
4455|by|prep.被,凭借,经由,由于.ad.在近旁,经过
4456|preach|v.鼓吹,布道
4457|analyst|n.分析家,分解者
4458|movable|a.活动的,变动的.n.家具,动产
4459|actual|a.实际的,真实的,目前的
4460|immense|a.极广大的,无边的,
4461|distend|v.(使)扩大,(使)扩张
4462|pine|n.松(树).vi.消瘦
4463|unwary|a.粗心的,不警惕的
4464|sophisticated|a.诡辩的,久经世故的,富有经验的
4465|also|ad.也,同样conj.并且,另外
4466|day|n.天,一昼夜,时期
4467|printmaker|n.版画复制匠
4468|spaceship|n.太空船
4469|dozen|n.一打,十二个
4470|management|n.经营,管理,处理
4471|Netherlands|n.荷兰[国家]
4472|everywhere|ad.到处,无论何处
4473|attract|v.吸引,引起
4474|provincialism|n.地方风尚,地方主义
4475|dulcimer|n.[乐]扬琴
4476|bunch|n.串,束v.捆成一束
4477|skeletal|a.骨骼的,梗概的
4478|receptiveness|n.感受性,接受能力
4479|exam|n.考试,测验
4480|doubtful|a.可疑的,不确的,疑心的
4481|quiescent|a.静止的,寂静的,不活动的
4482|gobi|n.戈壁
4483|insulate|vt.使绝缘,隔离
4484|life-forms|n.生物
4485|prison|n.监狱
4486|distort|v.歪曲,扭曲,变形
4487|submit|v.(使)服从,递交,主张
4488|deficiency|n.缺乏,不足,缺陷
4489|bylaw|n.附则,法规,地方法
4490|child-oriented|a.以孩子为导向的
4491|unacceptable|a.不能接受的,不受欢迎的
4492|metabolic|a.新陈代谢的
4493|human-related|a.与人类相关的
4494|lump|n.肿块,笨人.v.使成块状.a.全部的
4495|remarkably|ad.非凡地,显著地
4496|eagle|n.鹰
4497|media|n.媒体
4498|nighttime|n.夜间
4499|proper|a.适当的,正确的
4500|something|pron.某事,某物.ad.有点,大约
4501|gouache|n.树胶水彩画
4502|uncritical|a.无批判力的,不加批判的
4503|polyphony|n.复调音乐,多音
4504|cruel|a.残酷的,悲惨的
4505|now|ad.(到)现在,这时候,立刻
4506|nitrogen|n.氮
4507|knap|vt.敲击
4508|sack|n.大袋,大袋之量.vt.解雇,洗劫
4509|resist|vt.抵抗,反抗,忍耐
4510|yield|v.生产,获利,屈服.n.产量
4511|brood|vi.沉思,孵蛋.n.一窝
4512|summarize|vt.概述,总结
4513|list|n.目录,列表.v.列出
4514|cover|vt.(掩)盖,包括,报道.n.盖子,封面
4515|daunt|vt.沮丧,使气馁,使畏缩,威吓
4516|diminish|v.(使)减少,(使)变小
4517|religious|a.宗教的,虔诚的,严谨的
4518|grumble|a.嘟囔地说.n.怨言.v.发牢骚
4519|intelligently|ad.聪明地,理智地
4520|room|n.房间,空间
4521|kind|n.种类.a.亲切的,和蔼的
4522|attack|v./n.攻击,进攻
4523|libelous|a.诽谤的,损害名誉的
4524|China|n.中国,瓷器(china)
4525|bubble|n.泡.vi.冒泡,起泡
4526|vowel|n./a.元音(的)
4527|consistency|n.坚固性,浓度,一致性
4528|rare|a.稀有的,珍奇的
4529|nutritional|a.营养的,滋养的
4530|unending|a.不断的,不断重复的
4531|pleasant|a.令人愉快的,舒适的
4532|diversity|n.多样性,差异
4533|deft|a.敏捷熟练的,灵巧的
4534|work|n.工作.v.(使)工作,操作,经营.vi.有效
4535|irrationally|ad.无理性地,不合理地
4536|chitin|n.壳质,角素
4537|weightlessness|n.无重状态
4538|multistory|a.多层的,有多层楼的
4539|tug|n./v.用力拉,拖船
4540|fun|n.娱乐,玩笑
4541|unread|a.没有人看的,无学问的,没有读过书的
4542|scandinavian|n.斯堪的纳维亚人[语]
4543|pre-modern|a.前近代
4544|inexpensive|a.廉价的,便宜的
4545|colorless|a.无色的,无趣味的
4546|laboriously|ad.艰难地,辛勤地
4547|stronghold|n.要塞,据点,堡垒
4548|tranquillity|n.宁静
4549|boot|n.<美>(长统)靴
4550|dung|n.粪.vt.施粪肥于
4551|collect|v.收集,募捐
4552|otherwise|conj.否则.ad.否则,除此以外
4553|entrepreneurial|a.企业家的,企业性质的,承包人
4554|buildup|n.集结,增长,发展,树立名誉
4555|ancient|a.远古的,旧的,过时的
4556|instantaneously|ad.即刻,突如其来地
4557|scope|n.(活动)范围,观看的仪器
4558|dictate|v.口授,命令
4559|attendant|n.服务员,出席者.a.伴随的
4560|defend|vt.防护,辩护,保卫
4561|besiege|vt.围困,围攻
4562|built-up|a.组合的,高楼林立的
4563|nostalgic|a.乡愁的,怀旧的
4564|affectional|a.情感上的,爱情的
4565|mercy|n.仁慈,宽恕,怜悯,幸运
4566|introductory|a.引导的,介绍的
4567|steer|v.操纵,驾驶
4568|preeminent|a.卓越的
4569|pathway|n.路,径
4570|metallic|a.金属(性)的
4571|die|vi.死亡
4572|liberty|n.自由,特权
4573|wreck|vt.毁坏,使遇难.n.失事(船等),残骸
4574|nose|n.鼻
4575|hinterland|n.内地,穷乡僻壤
4576|bank|n.银行,岸,储库.v.把(钱)存入银行
4577|smelt|v.熔解,熔炼,闻,动词smell的过去式和过去分词
4578|spatter|v.溅污n.滴落
4579|threshold|n.门槛,开端
4580|nomadism|n.游牧,流浪
4581|observation|n.观察,观测,评论
4582|foray|v./n.突袭,偷袭
4583|past|a.以前的.prep./ad.经过,过.n.过去,越过
4584|meaning|n.意义,含义,目的.a.意味深长的
4585|rebellious|a.反抗的,难控制的,叛逆的
4586|multivolume|a.多卷的
4587|imitative|a.仿制的,模仿的
4588|comprehensible|a.可理解的
4589|viability|n.生存能力,可行性
4590|wrist|n.手腕,腕关节
4591|chemistry|n.化学
4592|generally|ad.通常,普遍地
4593|conflate|vt.合并
4594|Thai|n.泰国人,泰国语
4595|defender|n.防卫者,拥护者
4596|diagram|n.图表
4597|vessel|n.船,容器,血管
4598|contradictory|a.相矛盾的
4599|absolute|a.完全的,绝对的
4600|wary|a.机警的,谨慎的,惟恐的
4601|conceivably|ad.可想到地,想象中,令人信服地
4602|vacancy|n.空白,空缺
4603|etching|n.蚀刻版画
4604|meanwhile|ad.其间
4605|pray|v.祈祷,恳求
4606|chandler|n.杂货零售商
4607|feminist|n.男女平等主义者
4608|entertainment|n.款待,娱乐
4609|intertidal|n./a.潮间带(的)
4610|superintendent|n.主管人,监管人,负责人
4611|monumental|a.纪念碑的,不朽的
4612|supplementation|n.增补,补充
4613|disappointment|n.失望
4614|damp|n.湿气.a.潮湿的.v.使潮湿,阻尼
4615|unobservable|a.不可见的
4616|endear|vt.使亲密,使…受钟爱
4617|wit|n.智力,才智
4618|correlate|v.相互关联.a.相互关联的
4619|waterpower|n.水力(水力发电)
4620|wool|n.羊毛,毛织品
4621|claim|n./v.声称,要求,
4622|externally|ad.外部地,外面地
4623|warmth|n.暖和,温暖
4624|circle|n.圆(圈).v.围着,盘旋
4625|below|prep.在…下.ad.在下面
4626|unavailable|a.难以获得的,没空的
4627|nonthreatening|a.非胁迫的
4628|curve|n./v.曲线,弯曲
4629|turn|v.转动,扭转,(使)变成,兑换
4630|method|n.方法
4631|riverbed|n.河床
4632|constraint|n.约束,强制,对感情的压制
4633|extra|a.额外的
4634|African|n.非洲人.a.非洲的
4635|fashionable|a.流行的,时髦的
4636|fit|v.适合,适应,安装.a.健康的
4637|biographer|n.传记作者
4638|plum|n.[植]李子,洋李,梅子
4639|wonder|n./v.惊奇,想知道,
4640|phylum|n.(生物分类学上的)门,语群
4641|analogy|n.类似,类推
4642|pluralism|n.复数,兼职,多元主义,多元论
4643|esteem|n.／.vt.尊重,敬重,认为
4644|ring|n.环,戒指,电话.v.包围
4645|Philippine|a.菲律宾的,菲律宾人的
4646|foreshadow|v.预示
4647|progressively|ad.日益增多地
4648|invariable|n./a.不变的,永恒的
4649|centimeter|n.厘米
4650|complain|v.抱怨,控诉
4651|leaflet|n.小叶,传单
4652|iron|n.熨斗,铁.v.熨,烫
4653|beau|n.花花公子
4654|office|n.办公室,事务所
4655|unpublished|a.未公开出版的,未发表过的
4656|priestess|n.女祭司,(基督教会以外的)神职人员
4657|hay|n.干草
4658|anthropologically|ad.人类学上
4659|commercialize|v.使商业化
4660|miner|n.矿工
4661|successional|a.接连著的,连续性的
4662|asthenosphere|n.岩流圈
4663|belong|vi.属于
4664|lethal|a.致命的n.致死因子
4665|radish|n.[植]萝卜
4666|ration|n.定额,定量
4667|talent|n.天才,才能
4668|musical|a.音乐的,悦耳的
4669|renounce|v.宣布放弃,断绝关系,垫牌
4670|several|a.几个,若干
4671|zirconium|n.锆
4672|faction|n.派别,小集团,写实小说
4673|thinker|n.思想者,思想家,心智
4674|output|n.产量,输出
4675|pear|n.梨子,梨树
4676|old|a.老的,过去的,旧的
4677|acquaintance|n.相识,熟人,了解,知道
4678|paperback|n.平装本,纸面本
4679|tire|n./v.疲劳,厌倦
4680|proud|a.自豪的,得意的,自尊的
4681|intertwine|v.(使)纠缠,(使)缠绕
4682|microbiologist|n.微生物学家
4683|unbiased|a.公正的
4684|balkan|n./a.巴尔干半岛(的)
4685|toss|v.投,掷.
4686|hop|n./v.跳跃,单脚跳
4687|put|v.放,安置,表达,记下
4688|weekly|a.每周的ad.一周一次地.n.周报
4689|subfreezing|a.低于冰点的
4690|presidential|a.总统的,首长的
4691|fatten|v.养肥,使肥沃
4692|flag|n.旗,旗帜
4693|moist|a.潮湿的,湿润的
4694|supporter|n.支持者,赡养者
4695|commentary|n.注释,解说词,评论
4696|medicinal|a.药物的,治疗的,医学的
4697|ascent|n.上升,提高
4698|decipher|vt.译解,解释n.密电译文
4699|lighthouse|n.灯塔
4700|spatial|a.空间的
4701|adoption|n.采用,收养,接受
4702|ape|n.猿
4703|arm|n.臂.vt.供给,武装
4704|solidify|v.(使)凝固,团结
4705|shellfish|n.贝,甲壳类动物
4706|pursuit|n.追求,追逐
4707|reportedly|ad.据传说,据传闻
4708|misery|n.痛苦,苦恼,悲催的境遇
4709|some|a.一些,若干.pron.一些.ad.大约
4710|risk|vt./n.冒险,风险
4711|raindrop|n.雨滴,雨点
4712|qualitatively|ad.质量上,品质上
4713|against|prep.反对,逆,防御,对...不利adj.对立的
4714|gaslit|a.以煤气灯照明的
4715|expressive|a.表达的,意味深长的
4716|transform|vt.改变,转换,改革
4717|strong|a.强烈的,坚强的,强壮的,牢固的
4718|unimaginable|a.不能想象的,想象不到的
4719|rumble|v.隆隆声,低沉地说.n.隆隆声,吵嚷声
4720|greener|n.生手
4721|valid|a.有效的,有根据的,合法的
4722|disaster|n.灾难,彻底的失败
4723|figurative|a.比喻的,借喻的
4724|facilitate|vt.促进,帮助
4725|basket|n.篮,一篮
4726|bizarre|a.奇异的(指态度,容貌,款式等)
4727|drake|n.公鸭,蜉蝣类
4728|shudder|n.震动.vi.战栗,发抖
4729|heal|v.治愈,医治
4730|Sanskrit|n./.a.梵语(的)
4731|lethargic|a.昏睡的,无生气的
4732|progress|n./v.前进,进步,发展
4733|fist|n.拳头
4734|accurate|a.准确的,精确的
4735|amass|v.积累,积聚
4736|evaporate|v.(使)蒸发,消失
4737|dynamic|a.动力的,动力学的,动态的,有活力的
4738|densely|ad.密集地,浓厚地
4739|incinerate|v.把...烧成灰,烧弃,火化
4740|rotate|v.(使)旋转,(使)轮流
4741|sheet|n.(一)片,(一)张
4742|burgeon|n.嫩芽.v.萌芽
4743|symptom|n.症状,征兆
4744|blame|n./vt.责备
4745|chemically|ad.用化学,以化学方法
4746|carelessly|ad.粗心地,疏忽地
4747|inhospitable|a.不好客的,不适于居住的
4748|bedroom|n.卧室
4749|catechism|n.问答教学法,问答集
4750|Jewett|n.朱厄特（姓氏）
4751|obsolete|a.已废弃的,过时的
4752|mobilize|v.动员,调动,集合,组织
4753|jobber|n.临时工,批发商
4754|recommendation|n.推荐,介绍(信)
4755|angiotensin|n.[医]血管紧缩素
4756|connecticut|n.(美国）康涅狄格
4757|layer|n.层,阶层.v.分层
4758|photoflash|n.（照相）闪光灯
4759|oust|vt.剥夺,取代,罢免
4760|milkweed|n.乳草属植物
4761|glean|v.拾落穗,收集
4762|visualize|vt.想象,设想
4763|furnishing|n.供给(装备),家具,室内陈设
4764|exclusion|n.排除,除外,逐出
4765|repel|vt.排斥,击退,使人厌恶
4766|anew|ad.重新,再
4767|intensity|n.强度,强烈
4768|regulation|n.规则
4769|precise|a.精确的,准确的
4770|refresh|v.(使)精神振作,(使)恢复活力
4771|long-distance|a.长途的,长距离的
4772|uncover|v.揭露,揭示
4773|avenue|n.林荫道,方法
4774|alongside|prep./ad.在旁边
4775|kingdom|n.王国
4776|puff|v.喘气,抽烟.n.泡芙
4777|adrift|a./ad.漂流的,漫无目的
4778|tourism|n.旅游业,观光
4779|nontraditional|a.非传统的
4780|right-handed|a./ad.用右手的
4781|doggedly|ad.固执地,顽强地
4782|balsam|n.香液
4783|comfortably|ad.舒适地
4784|sepal|n.萼片
4785|correspondingly|ad.相应地,相对地
4786|emphasis|n.强调,重点
4787|say|v.说,表明,假设,.n.发言权
4788|mill|v.碾磨,搅拌.n.磨坊
4789|distantly|a.疏远的,遥远的
4790|identical|a.同一的,相同的
4791|needlework|n.刺绣,缝纫
4792|pull|v.拉,拖,拔
4793|volume|n.卷,册,音量,容量
4794|proboscidean|a.长鼻类的.n.长鼻目动物
4795|eruption|n.爆发,火山灰
4796|revenue|n.收入,税收
4797|portraitist|n.肖像画家
4798|aie|n.急性包涵(体)脑炎
4799|tide|n.潮,潮汐
4800|road|n.道路,途径
4801|shrimp|n.小虾v.捕虾
4802|resident|n.居民
4803|overshadow|v.遮蔽,使...失色
4804|resolve|v.解决,决定,分解.n.决心
4805|cannibalism|n.同类相食
4806|fully|ad.充分地,完全地
4807|leisure|n.闲暇,休闲
4808|must|aux./v.必须,一定.n.必须做的事
4809|owe|v.欠(债等),感激,把…归功于
4810|glossy|a.平滑的,有光泽的
4811|fish|n.鱼.v.钓鱼
4812|custodial|a.保管的,保管人的.n.[宗]圣物保管容器
4813|nebular|a.[天]星云的
4814|misunderstanding|n.误会,误解
4815|fabricate|v.编造,虚构,制造
4816|virtue|n.美德,贞操
4817|reception|n.招待会,接受,接待
4818|shortage|n.不足,缺乏
4819|grape|n.葡萄,葡萄树
4820|greedy|a.贪婪的,渴望的,(兴趣等)强烈的
4821|infinite|a.无限的,无穷的
4822|preservation|n.保存
4823|vagueness|n.暧昧,含糊
4824|immune|a.免疫的,不受影响的,免除的
4825|Babylonian|n.巴比伦人(的),巴比伦语（的）
4826|topography|n.地形学
4827|limitation|n.限制,局限性
4828|flagpole|n.旗杆
4829|saw|n.锯.v.锯,锯开
4830|excessive|a.过多的,过分的,极度的
4831|illumination|n.阐明,启发
4832|individuality|n.个性,(通常用复数)个人的嗜好
4833|integral|a.完整的,整体的
4834|bathhouse|n.公共浴室,澡堂,
4835|detractor|n.诽谤者
4836|preferentially|a.优先地,优待地
4837|purchase|vt.购买.n.购买,购买的物品
4838|publicize|v.宣传,引人注意
4839|multifunctional|a.多功能的
4840|high-powered|a.马力大的,精力充沛的
4841|revival|n.复兴,复活
4842|supply|v./n.供应,提供
4843|mast|n.桅,桅杆.vt.装桅杆于
4844|connection|n.连接,关系
4845|unnecessarily|ad.不必要地,徒然,未必
4846|symbolically|ad.象征(性)地
4847|lubricate|vt.润滑v.加润滑油
4848|trick|n.诡计.vt.欺诈
4849|monopoly|n.垄断(者)
4850|jade|n.玉,翡翠
4851|gloss|n.光泽,注解
4852|discolor|v.使脱色,(使)变色,(使)退色
4853|prehistory|n.史前时代,史前学
4854|astute|a.机敏的,狡猾的
4855|cubism|n.立体派,立体主义
4856|devotion|n.献身,热爱,奉献,忠诚
4857|enamel|n.珐琅,瓷釉
4858|preindustrial|a.未工业化的,工业化前的
4859|gondwanaland|n.[地]冈瓦纳大陆
4860|tractor|n.拖拉机
4861|jealousy|n.嫉妒,猜疑
4862|final|a.最后的,最终的
4863|represent|vt.代表,表现,描绘
4864|bench|n.长椅子,替补队员.vt.给…以席位
4865|plasma|n.血浆
4866|discharge|v./n.释放,排出
4867|probably|ad.大概,或许,很可能
4868|disorientation|n.迷失方向,迷惑
4869|regiment|n.(军队的)团,大量.vt.严格地管制
4870|cohesiveness|n.粘合,凝聚性
4871|rootless|a.无根的,无根据的,无所寄托的
4872|mean|v.意思是,意味,vi.特意.a.吝啬的,平均的
4873|presage|n.预兆v.预示
4874|liable|a.有责任的,易...的,有...倾向的
4875|lithosphere|n.[地]岩石圈
4876|dominate|v.支配,占优势,控制
4877|radiometric|a.辐射测量的,辐射度的
4878|merit|n.优点,功绩.vt.值得
4879|cord|n.绳索,束缚
4880|confuse|vt.搞乱,使糊涂
4881|teem|v.大量出现,充满
4882|swing|v.摇摆,摆动.n.摆动,秋千
4883|navigator|n.航海家
4884|reverse|v.颠倒,倒转.n.逆境.a.反向的
4885|entrance|n.入口
4886|dismal|a.阴沉的,凄凉的.n.沼泽
4887|academically|ad.学业上
4888|criticize|v.批评,责备,评价,评论
4889|pore|n.小孔
4890|Pakistan|n.巴基斯坦(南亚国家)
4891|participant|n.参与者
4892|creeper|n.爬行者
4893|independence|n.独立,自主
4894|weld|v./.n.焊接,焊缝
4895|childhood|n.孩童时期
4896|succinct|a.简洁的,紧身的
4897|enclosure|n.围住,围栏
4898|regeneration|n.再生,重建
4899|deprivation|n.剥夺,免职,丧失
4900|utmost|n.极限,最大可能.a.极度的,最远的
4901|creature|n.创造物,生物
4902|comprehension|n.理解,包含
4903|wake|v.醒来,唤醒
4904|sheepskin|n.羊皮(革,纸),毕业证书
4905|survey|n./vt.调查,勘测
4906|compatible|a.谐调的,兼容的
4907|unpredictably|ad.不可预见地,不能预料地
4908|unpredictability|n.不可预测性
4909|concentric|a.同中心的,同轴的
4910|maker|n.制造者
4911|clay|n.黏土,泥土vt.用黏土处理
4912|resemblance|n.相似,形似
4913|rag|n.抹布,破布
4914|manipulation|n.处理,操纵
4915|virgo|n.室女宫,室女(星)座
4916|select|v.选择,挑选.a.精选的n.被挑选者,精萃
4917|megawatt|n.兆瓦特
4918|text|n.正文,课文
4919|commonplace|n.寻常的事物adj.平凡的
4920|demolition|n.毁坏,毁坏之遗迹
4921|reformer|n.改革家,改革运动者
4922|prevail|vi.流行,获胜,劝说,诱使
4923|enter|v.进入,参加
4924|web|n.网,错综复杂的事物
4925|habit|n.习惯,习性,嗜好
4926|trade|n.贸易,行业.v.做买卖,交易,vt.交换
4927|difluoride|n.二氟化物
4928|conservative|a.保守的,守旧的
4929|reindeer|n.驯鹿
4930|fixation|n.固定,注视,[心理]固恋
4931|nonsense|n.胡说,废话
4932|meteoroid|n.流星体
4933|ice|n.冰(冰块).vt.使冷却.adj.冰的
4934|eminence|n.出众,显赫
4935|eight|num.八,八个,第八
4936|exotic|a.外来的
4937|remark|n.备注,评论.vt.评论
4938|as|ad.同样地prep.当作.conj.随着,因为
4939|providence|n.深谋远虑,远见
4940|neuron|n.[解]神经细胞,神经元
4941|clump|n.(树,草)丛.v.使成一丛
4942|despondent|a.失望的,沮丧的
4943|wife|n.妻子
4944|perennial|a.终年的,长期的.n.多年生植物
4945|gallon|n.加仑
4946|psychodynamic|a.精神动力的
4947|elevation|n.上升,提高
4948|millimeter|n.毫米
4949|narcosis|n.昏迷状态,麻醉
4950|worthwhile|a.值得做的
4951|group|n.团体,组.v.聚合
4952|observe|vt.注意到,观察,监视,评论,vt.遵守,评论
4953|tube|n.管子
4954|stringent|a.严厉的,迫切的
4955|complacence|n.自满,满意
4956|wispy|a.纤细的,脆弱的
4957|statistic|n.统计数值
4958|kiwi|n.[鸟]几维(一种新西兰产的无翼鸟)
4959|or|conj.或,或者,或者说,否则,要不然
4960|spectrum|n.光谱
4961|environment|n.环境,外界
4962|vase|n.(花)瓶
4963|cooperation|n.合作,协作
4964|dimensional|a.维度的,空间的,尺寸的
4965|award|n.奖,奖品.vt.授予,判给
4966|separation|n.分离,分开
4967|snow|n.雪.vi.下雪vt.使纷纷落下,使变白
4968|spar|n.争论,园材(如桅,桁等)
4969|anymore|ad.不再,再也不
4970|high-speed|a.高速的
4971|freezing|a.冰冻的,严寒的
4972|thunderstorm|n.雷暴雨
4973|uncooked|a.未煮过的
4974|compromise|vi./n.妥协,让步.vt.危及,放弃(原则等)
4975|affordable|a.负担得起的
4976|entanglement|n.纠缠
4977|fanciful|a.想像的,奇怪的,稀奇的
4978|listless|a.倦怠的,冷漠的,无精打采的
4979|harshly|ad.严厉地,苛刻地
4980|humidity|n.湿气,潮湿
4981|thread|n.线(索),思路.vt.穿(过),通过
4982|syrup|n.糖浆,果汁
4983|preschooler|n.(美)学龄前儿童
4984|portrait|n.肖像,人像
4985|hour|n.小时,钟点,课时
4986|burden|n.担子,负担.v.烦扰
4987|forty|num.四十
4988|sow|n.大母猪.v.播种,散布
4989|Arabian|n.阿拉伯人.a.阿拉伯(人)的
4990|solve|vt.解决,解答
4991|execute|vt.执行,处决
4992|womanhood|n.女人,女人气质
4993|international|a.国际的,世界的
4994|crescent|n.新月,月牙
4995|arch|n.拱门v.(使)弯成弓形
4996|minimum|a.最小的.n.最小值,
4997|story|n.故事,小说,新闻报道
4998|rapid|a.快的,迅速的,急促的,险峻的
4999|region|n.地区,区域
5000|vigorous|a.精力充沛的,有力的
5001|limb|n.肢,翼,分支
5002|shoe|n.鞋
5003|anaerobic|a.厌氧的,厌气的
5004|irreversible|a.不可逆的,不能取消的,不可挽回的
5005|sailfish|n.旗鱼
5006|electrical|a.电的,与电有关的
5007|coal-fired|a.烧煤的
5008|status|n.身份,地位,情形,
5009|Beringia|n.白令海和楚可奇海海域
5010|slothful|a.偷懒的,迟钝的
5011|educationally|ad.教育的,有关教育的
5012|parasitic|a.寄生的,由寄生虫引起的
5013|Yale|n.耶鲁
5014|demise|n.死亡,让位
5015|darken|v.(使)变暗
5016|consequent|a.作为结果(或后果)的,随之发生的
5017|soup|n.汤
5018|governmental|a.政府的
5019|favorable|a.赞成的,有利的,讨人喜欢的
5020|alike|a.相同的,相似的
5021|hydrodynamic|a.水力的
5022|few|a.很少的,少数的,几乎没有的
5023|spinal|a.脊椎骨.n.脊髓麻醉
5024|buddy|n.<美口>密友,伙伴,兄弟
5025|commemorate|vt.纪念
5026|cultivate|vt.培养,耕作
5027|nursing|n.看护,养育.护理,动词nurse的现在分词
5028|wearability|n.耐磨性,磨损性
5029|humanist|n.人道主义者,人文主义者
5030|naturalistic|a.自然的,自然主义的
5031|invasion|n.入侵
5032|aptly|ad.适当地,适宜地,巧妙地
5033|out|a.外面的.ad.在外,出局
5034|streptomycin|n.链霉素
5035|semimolten|a.半熔的
5036|inflexible|a.不可弯曲的,僵硬的
5037|rotary|a.旋转的,转动的,轮流的
5038|fate|n.天数,命运
5039|eka-aluminum|n.类铝
5040|adult|n.成年人
5041|drugstore|n.药房,杂货店
5042|fourth|num.第四个
5043|buck|n.(一)美元,雄鹿(兔)
5044|attire|n.服装.v.打扮
5045|ill|a.有病的,坏的.n.罪恶
5046|validate|vt.[律]使有效,使生效,确认
5047|organically|ad.器官上地,有机地
5048|there|ad.在那里
5049|peruvian|n./a.秘鲁人(的)
5050|elicit|vt.得出,引出,抽出,引起
5051|seepage|n.渗流,渗出的量
5052|towel|n.毛巾
5053|subsidiary|a.辅助的,补充的
5054|coarse|a.粗糙的,粗俗的
5055|crush|vt./n.压碎.n.迷恋
5056|repress|v.抑制,镇压
5057|enthusiastic|a.热心的,热情的
5058|shoot|v.发射,开枪
5059|inconspicuous|a.不显眼的,不引人注意的
5060|colossal|a.巨大的,<口>异常的
5061|continuum|n.连续统一体
5062|woodwind|n.木管乐器
5063|throw|v.扔,投,掷
5064|all|a.全部的.pron.整体,全部
5065|immaturity|n.不成熟,不完全
5066|Canada|n.加拿大
5067|ineffective|a.无效的,(指人)工作效率低的
5068|vital|a.重大的,至关重要的
5069|micronesian|n./a.密克罗尼西亚人(的)
5070|colonial|a.殖民地的
