ID|word|meaning
1506|mirage|海市蜃楼,幻想：illusory
1507|mire|困境：difficult situation,使陷入困境,拖后腿：hold back
1508|mirth|欢乐,欢笑：gladness laughter
1509|misanthropic|反人类：deep distrust of human
1510|misbehaving|调皮的,行为不端的：childish misbehavior
1511|mischievous|调皮的,淘气的：naughty teasing,有害的：causing harm
1512|misconstrue|误解,曲解：mistake
1513|miscreant|恶棍,罪犯：behaves criminally
1514|misdemeanor|轻罪：crime less serious
1515|miserly|吝啬的：penuriousness
1516|misfortune|不幸：bad fortune
1517|misgiving|担忧,忧虑：doubt
1518|mishap|不幸之事：unfortunate
1519|misrepresent|误传,篡改：give misleading representation
1520|mite|微小的东西,很少的钱：small object
1521|mitigate|减轻痛苦,使缓和：less severe
1522|mobile|可移动的：capable moving,可变的：changeable
1523|mockery|鄙视,嘲弄：ridicule,以嘲笑为目的的模仿：derisive imitation
1524|moderate|使缓和：lessen intensify,适度的,中庸的：within limits
1525|modicum|少量：small portion
1526|mollify|平息,抚慰,缓和：calm
1527|mollycoddle|宠爱,溺爱：excessive indulgence
1528|molt|脱(羽、皮等)：shed feathers
1529|momentous|极重要的：utmost importance
1530|momentum|动力,冲力,势头：impetus
1531|mongrel|杂种的,混血儿的：mixed origin
1532|monochromatic|单色的：one color,单调无味的：lacking variety
1533|monologue|独白：by one actor
1534|monotonous|(声音)单调的：unvarying tone,清一色的,无聊的：tediously unvarying
1536|moratorium|延期,暂缓施行：suspension
1537|morbid|疾病的,疾病所致的：by disease,(思想性格)变态的：unwholesome thoughts
1538|mordant|尖酸刻薄的：biting caustic
1539|moribund|即将结束的,垂死的：approaching death,即将过时：obsolete
1540|morose|忧郁的：sullen, gloomy
1541|mosaic|综合物,马赛克般的东西：collection
1542|mosque|清真寺：worship Muslim
1543|moth-eaten|过时的：passed its time
1544|motile|能动的：movement
1545|motivate|刺激,激发：provide incentive
1546|motley|混杂的,富于变化的：variety
1547|mottle|标记上杂色斑点：mark spots
1548|motto|座右铭：guiding principle
1549|mournful|悲伤的：expressing sorrow
1550|movement|运动：moving
1551|muddy|不干净的：not clean,浑浊的,不清晰的：lacking clarity,使难以理解：make unclear
1552|muffle|使消声：deaden the sound
1553|mulish|固执的：obstinate
1554|mumble|说话含糊：utter confused
1555|mundane|尘世的,世俗化的：relating to world,平凡的：commonplaces
1556|munificent|慷慨的：liberal in giving
1557|murky|黯淡的,昏暗的：without light,模糊的,晦涩的：lacking clarity
1558|murmur|小声的话语：low sound,低声抱怨,发牢骚：grumble
1559|mutate|(使)改变,(使)变异：undergo mutation
1560|mute|不说话的,缄默的：refraining from speech,使颜色,音调等柔和：soften,减弱声音：muffle the sound
1561|mutter|低声抱怨：murmur complainingly
1562|myopic|缺乏远见的,缺乏辨别能力的：lack of foresight
1563|myriad|无限的,大量的：indefinite number
1564|nadir|最低点：lowest point
1566|narcissism|自恋：admiration of oneself
1567|nascent|新生的：recently come into existence
1568|natty|整洁的,时髦的：tidy
1569|nauseate|(使)厌恶,(使)作呕：cause disgust
1570|nautical|航海的：on water
1571|naysay|拒绝,否认：oppose, deny
1572|nebulous|模糊的：indistinct
1573|needy|贫穷的：impoverished
1574|nefarious|极坏的,邪恶的：wicked
1575|negation|否定：opposite
1576|negligent|疏忽大意的：failing care
1577|negotiate|商量,谈判：by mutual agreement,谋划：plan out
1578|neophyte|初学者,新手：beginner
1579|nerve|(坚强的)意志,勇气：power of endurance,给予勇气,鼓励：give courage
1580|nettle|惹怒：arouse anger
1581|neutralize|中和：acid undergo neutralization,破坏,使无效：make inoperative or ineffective
1582|nicety|连结：connection,核心,最重要的地带：greatest importance
1583|nexus|小口咬：small bites
1584|nibble|准确,精准：careful details,细微之处：fine point
1585|nil|不存在,零：nothing
1586|nip|少量：small amount,小口吃喝：in small amounts
1587|nitpick|吹毛求疵：criticize
1588|nocturnal|夜间的：in the night,夜间活动的：active at night
1589|noisome|有害的,有毒的：harmful,恶臭的：offensive smell,非常令人厌恶的：objectionable
1590|nomad|游牧的,居无定所的人：no fixed residence
1591|nominal|不重要的：unimportant,名义上的：something in name
1592|nonchalant|冷漠：indifference
1593|nondescript|平凡的,不吸引人的：lacking distinctive, interesting
1594|nonentity|不重要的人：little consequence,虚构的东西：created no objective reality
1595|nonplus|使迷惑,使困窘：perplex
1596|nonsense|无意义的话,废话：no meaning
1597|notch|刻痕：cut,通过努力获得：obtain
1598|novel|新奇的：new
1599|noxious|有害的,有毒的：harmful, injurious to health,产生强烈厌恶的：causing intense displeasure
1600|nuance|细微的差异：subtle distinction
1601|nudge|用肘推以引起注意：push elbow,说服某人做某事：persuade
1602|nugatory|无关紧要的：consequence, inconsequential
1603|nurture|提供营养：nourishment,培育,培养：provide with understanding
1604|oath|誓言：formal promise
1605|obdurate|固执的：resistant influences,冷酷无情的：lack of sympathy
1606|obedient|服从的,顺从的：submissive authority
1607|obeisance|敬礼,尊重：respect, submission
1608|obfuscate|使困惑,使模糊：confused, opaque
1609|obligatory|强制性的：compulsory,(见得多以至于)无聊的：dull
1610|obliging|乐于助人的：do favors
1611|oblique|斜的：inclined or twisted
1612|obliterate|除去：remove
1613|oblivious|不知道的,不知情的：lacking awareness, not informed
1614|obloquy|谩骂,诽谤：abusively language,恶名,耻辱：lost the esteem
1615|obscure|含义模糊的：not clearly, veiled, uncertain meaning,平凡的,不知名的：famous,使模糊：indistinct
1616|obsequious|谄媚的,奴性的：fawning attentiveness
1617|obsess|迷住的,使困扰：haunt
1618|obstinate|固执的：in spite of persuasion,难以减轻或治愈的：mot easily subdued
1619|obstreperous|难驾驭的,任性的：unruly,吵闹的：loud and insistent cries
1620|obstruct|妨碍,给…制造困难：impede, create difficulty,阻挡：prevent passage
1621|obtuse|愚钝的：absorb ideas readily
1622|obviate|排除,使不必要：unnecessary
1623|occult|难以理解的：not easily apprehended, mysterious,使隐藏或神秘：keep secret 
1624|odium|憎恶,讨厌：strong dislike
1625|offbeat|不平常的：different from generally found
1626|offhand|即兴的,没有准备的：without preparation
1627|officious|多管闲事的：thrusting oneself
1628|offish|冷淡的：aloof
1629|off-key|不寻常的,不合适的：out of accord with
1630|ominous|凶兆的：omen, evil
1631|omniscient|无所不知的：complete knowledge
1632|onerous|费时间花心思的：requiring much time, effort
1633|opaque|不透光的：impenetrable by light, neither transparent translucent,晦涩的：obscure
1634|opine|表达观点,想,认为：express opinions
1635|opportune|合适的,恰当的：convenient
1636|opprobrious|辱骂的：reproach,臭名昭著的,令人鄙视的：infamous
1637|oration|(颇有野心、自高自大的)演说：high-flown or pompous manner
1638|orient|使确定方向,使熟悉或适应：determine position, make familiar
1639|original|创新的：creative, inventive,最初的,最早的：before
1640|orthodox|传统的：established form, custom, or rules
1641|oscillate|振动,摇晃：swing,犹豫,变化：vary
1642|ossify|(使)硬化,(使)僵化：hardened, conventional, opposed to change
1643|ostentatious|卖弄炫耀的：conspicuous, pretentious
1644|ostracize|驱逐：exclude
1645|oust|免职：remove from,驱逐：drive out
1646|outgoing|友好的,外向的：extroverted
1647|outlandish|古怪的,奇异的：out of the ordinary, bizarre
1648|outmaneuver|以谋略取胜：overcome
1649|outset|开端,开始：beginning
1650|outwit|瞒骗,以智取胜：surpass cunning
1651|overbearing|专横傲慢的：arrogant,压倒一切的,(在力量或重要性上)势不可挡的,支配的,显著的：overwhelming in power
1652|overlap|(与…)部分重叠：same area
1653|overt|明显的,公开的：open
1654|overture|前言：introductory, preclude,序曲：introduction opera
1655|oxymoron|矛盾修饰法：combination contradictory
1656|pacify|使平静,安慰：ease the anger
1657|padding|夸张,废话：go beyond the facts
1658|paean|欢乐颂：joyous song praise
1659|painstaking|煞费苦心的：diligent care
1660|palatable|感到愉悦满足的：pleasure or contentment
1661|palatial|宫殿般奢华的：ornateness
1662|pall|失去兴趣：interest attraction
1663|palliate|平息,减轻：less severe intense
1664|pallid|无生气的,缺乏活力的：lacking radiance vitality,苍白无血色的：pale
1665|palmy|繁荣的：prosperity
1666|palpable|摸得到的：capable touched,明显的,易觉察的：obvious
1667|palter|欺骗,讨价还价：insincerely deceitfully
1668|paltry|无价值的,微不足道的：importance,让人厌恶的,让人鄙视的：loathing and disgust
1669|pan|严厉批评：harsh criticism
1670|panache|炫耀：flamboyance
1671|pandemic|大范围流行的：widespread
1672|pandemonium|喧嚣,骚动：noise
1673|panegyric|赞颂之词,颂文：eulogistic
1674|panoramic|全景的：complete view
1675|parable|寓言：teach a basic truth
1676|paradigm|典范,模范：pattern
1677|paradise|天堂,极乐世界：perfection and happiness,快乐,狂喜：pleasurable emotion
1678|paradox|表面矛盾实际可能正确的话,悖论：opposed to commonsense
1679|paragon|优秀模范：example,把…比作,显示相似：compare
1680|paramount|最重要的：chief importance
1681|paranoid|多疑的,对他人极端恐惧和怀疑的：extreme fear of distrust
1682|paraphrase|转述,意译,改写,in different words
1683|parch|炽,烤,烤干：dry
1685|pariah|被排斥或鄙视的人：despised or rejected
1686|parity|相称,同等,平等：being equal
1687|parody|(以嘲笑原作作者的)模仿作品：imitated for ridicule,模仿(以嘲弄)：copy to make fun
1688|paroxysm|(感情、动作的)突发：outburst,(政治、社会领域呃)大动荡：disturbance
1689|parrot|(机械地)模仿,复制：imitate without understanding
1691|parsimonious|过度节俭的,吝啬的：stinginess
1692|partial|偏袒的,偏爱的：biased,部分的,不完整的：lacking
1693|particularize|详述：give details
1694|partisan|跟随者,信徒：follows,(狂热。坚定的)拥护者,支持者：excessively devoted,偏袒的：one side
1695|pastiche|(带嘲讽的)模仿：imitates with satirical intent,大杂烩：hodgepodge
1696|partition|分割,划分：dividing
1697|patent|显而易见的,明显的：readily visible
1698|pathological|不正常的,病态的：markedly abnormal
1699|patina|外表：superficial,(由内而外散发的)氛围,气场：appearance or aura
1700|patrician|贵族,名门望族：high birth,贵族的,地位高的：high birth
1701|patriot|爱国者：loves country
1702|patronize|赞助：provide aid,以高人一等的态度对待：treat haughtily
1703|paucity|少量,缺乏：dearth
1704|paunchy|大腹便便的,大肚子的：potbelly
1705|peck|大量：considerable amount,(不情愿地)小口咬：in small bites
1706|pedagogue|教育者,老师：give formal instruction 
1707|pedant|书呆子,墨守成规之人：formal rules
1708|predestine|预先注定：in advance
1709|pedestrian|行人：traveling on foot,平庸无奇的,令人厌倦的：causing weariness
1710|peep|一瞥：brief look,轻声：slight sound
1711|peer|同等地位的人,同辈：equal,好奇地凝视：look
1712|peeve|打扰,惹恼：disturb
1713|pejorative|轻蔑的,贬低的：disparaging
1714|pellucid|透明的：admitting light,清晰明确的,易懂的：clear
1715|pen|监狱：confinement,关押,监禁：close
1716|penalty|(对罪行的)处罚：punishment
1717|penchant|嗜好,迷恋：strong inclination
1718|penitent|悔过的：regretful
1719|pensive|沉思的,(尤指)哀思的：thinking
1720|penury|贫穷：dearth,吝啬,节俭：frugality
1722|perceptible|可察觉的：being perceived
1723|peremptory|不容反抗的：not allowing contradiction,爱发号施令的：ordering people,傲慢的：feeling of superiority
1724|perfervid|非常热情的：exaggerated emotion
1725|perfidy|不忠,背信弃义：disloyalty
1726|perforate|打孔,穿透：make a hole
1727|perfunctory|例行公事的,敷衍的：superficially,不感兴趣的：lacking in interest
1730|peripatetic|巡游的,四处游历的：place to place
1731|peripheral|外围的：boundary or periphery,辅助性的：supply
1732|perish|死亡,消亡：cease to exist
1733|permanent|永恒的：continuing or enduring, forever
1734|permeable|可渗透的：penetrated
1735|pernicious|有害的：injurious
1736|peroration|(演讲的)结束语：concluding part,(正式的)演讲,致辞：formal discourse
1737|perpetual|永恒的,不断的：continuing forever
1738|persecute|迫害,折磨：cause suffering
1739|persevere|坚持不懈,不屈不挠：persist
1740|persiflage|打趣：teasing
1741|persistence|坚持,持续：lasting existence
1742|personable|风度翩翩的,吸引人的：attractive
1743|perspicacious|极敏锐的,有洞察力的：penetrating mental discernment
1744|perspicuity|清晰明了的：clearness and lucidity
1745|pertain|有关联的：have a relation
1746|pertinacious|顽固的,固执地坚持的：sticking
1747|pertinent|相关的,恰当的：relevance
1748|perturb|使扰乱,使烦躁不安：trouble the mind
1749|peruse|细读：examine with great care
1750|pervade|弥漫,充满：throughout
1751|pessimistic|悲观的：take the gloomiest possible view
1752|petition|请愿,正式的申请,申请书：supplication or request,(尤指正式地)请求：,make a request
1753|petrify|使僵化,使失去活力：become stiff
1754|petty|细微的,不重要的：small importance
1755|phenomenal|不寻常的,非凡的：out of the ordinary
1756|philanthropic|博爱的,为他人着想的：welfare of others
1757|philistine|市侩(注重物质而鄙视智慧或艺术的人)：guided by materialism
1758|phlegmatic|冷静的,无感情的,淡漠的：calm, sluggish temperament
1759|piddling|微不足道的：trifling or trivial
1760|piebald|杂色的：different colors,混合的,杂糅而成的：different sorts
1761|pigment|颜料：color,给…上颜色：color
1762|pilfer|偷窃：steal
1763|pillar|柱子：support,(物质、精神等方面的)支柱：support
1764|pillory|当众嘲弄：public contempt
1765|pilot|领航员,飞行员：steer a ship,初步性的,试验性的：tentative model,带领通过：lead
1766|pine|渴望,奢望：yearn,因渴望而憔悴：lose vigor
1767|pinnacle|顶峰：highest point
1768|pinpoint|非常精确的：extreme precision,精确定位或确认：identify with precision
1769|piquant|辛辣开胃的：pungent taste,令人振奋的：provocative
1770|pique|使愤怒：arouse anger,激起,刺激：excite or arouse
1771|pirate|盗版,盗用：without actual right,海岛：robber seas
1772|pithy|精练的,简洁的：brief
1773|pitiless|没有同情心的：devoid of pity
1774|pittance|少量津贴：small portion
1775|placate|(通过让步以)平息抚慰：lessen the anger
1776|placebo|安慰性的事物：used to appease or reassure 
1777|plagiarize|剽窃,抄袭：steal ideas
1778|plangent|轰鸣的：loud sound,凄凉的,哀伤的：plaintive
1779|plastic|可塑的：modified,虚假的,做作的：lacking in natural
1780|plateau|高原：raised above,稳定时期,平台期：stable level
1781|platitude|陈词滥调：banal statement,缺乏原创性：lack of originality
1782|plausible|看似有理的：superficially reasonable
1783|pleat|打褶：fold
1784|plentitude|大量：ample amount
1785|plethora|过量,过剩：excess
1786|pliable|易弯曲的,柔软的：supple,易受影响的,温顺的：easily influenced
1787|pliant|易弯曲的：easily bent,顺从的：yielding
1788|plight|困境：unfortunate
1789|plod|沉重缓慢地走：walk heavily
1790|pluck|敢于面对困难的勇气：courage,弹奏(弦乐)：strings pulling releasing
1791|plumb|测深度：measure the depth,垂直的：vertical,仔细深入地检查,探索,探究：examine deeply
1792|plummet|突然下降：decline suddenly
1793|plump|丰满的：well-around,鼎力支持,赞不绝口：give full support
1794|plunge|突然下降：descend suddenly,插入,刺入：penetrate
1795|polarize|使分开对立,使两极分化：break into opposing
1796|polemic|争执：argument
1797|polished|有教养的：high degree of refinement,擦亮的：shiny
1798|politic|精明能干的：shrewdness,合时宜的,明智的：suitable
1799|pompous|浮夸的：ornate,傲慢的：self-importance
1800|ponderable|有价值的,值得考虑的：considerable
1801|ponderous|沉重的：great weight,沉闷无聊的：unpleasantly dull
1802|pontificate|傲慢地说或做：speak pompous
1803|pore|仔细浏览,仔细研究：read or study attentively
1804|porous|多孔可渗透的：admitting liquid
1805|portentous|预兆性的,凶兆的：sign of evil,勾起兴趣的,令人遐想的：eliciting amazement
1806|poseur|故作姿态的,不真诚的人：affected insincere
1807|posit|假定,断定：affirm
1808|postulate|前提条件：starting point,假定为真：assume true
1809|posture|姿势,姿态：way of holding the body,故作姿态,装模作样：pretended attitude
1810|potable|饮品,尤指有酒精饮料：beverage,适于饮用的：suitable for drinking
1811|potentate|有权势的人：has the power
1812|potentiate|激活,加强：more active
1813|pout|(尤指撅嘴或板着脸)表示不悦：show displeasure
1814|practitioner|职业人士：profession
1815|prairie|大草原：treeless grassland
1816|prate|闲聊,空谈：talk idly
1817|preach|传道,布道：sermon
1818|precarious|危险的,不稳定的：lacking security, stability,可疑的,不明确的：uncertain
1819|precedent|先例,前例：earlier occurrence,先前的：prior
1820|precipice|悬崖峭壁：steep
1821|precipitate|匆忙的：careless speed,促使,导致：cause to happen
1822|precipitation|沉积物,尤指降水：deposit, rain, snow,仓促：disorderly speed
1823|precipitous|非常陡峭的：steep,匆忙的：careless speed
1824|preclude|预先阻止：make impossible in advance,排斥：exclude
1825|precursor|先驱者,先导：precedes
1826|predecessor|前任,先辈：previously occupied
1827|predilection|爱好,偏袒：disposition favor
1828|preeminent|优秀的,重要的：paramount
1829|preempt|预先占有：seize, before others,替换：replace
1830|preen|整理(羽毛)：smooth feathers,打扮修饰：dress oneself elaborate,自满：take pride
1831|preface|序言：preliminary statement
1832|pregnant|重要的,意味深长的：full of meaning,怀孕的：containing offspring
1833|premeditate|预先考虑：consider beforehand
1834|preoccupation|非常关系,全神贯注：extreme concern
1835|preponderant|占优势的,更重要的：superior importance
1836|prepossessing|给人好感的,有魅力的：impress favorably
1837|preposterous|荒谬的,不符合常理的：contrary common sense
1838|presage|征兆：sign or warning,预示,预言：predict
1839|prescience|预知,先见：knowledge before
1840|prescription|规定,传统的规矩：rule
1841|preservative|防腐剂：protect against decay
1842|prestige|声望,威望：respect
1843|presumptuous|放肆的,冒昧的：overstepping bounds,傲慢的：feeling of superiority
1844|pretense|虚假,伪装：pretending deceive,自大,优越感：exaggerated sense of one’s importance
1845|preternatural|超乎寻常：surpassing usual
1846|prevail|盛行,战胜：greater in strength
1847|prevalent|流行的,普遍的：commonly accepted
1848|prevaricate|支吾其词,撒谎：evade truth
1849|primordial|原始的,最初的：happening first
1850|primp|精心打扮：adorn finicky
1851|principal|主要的,重要的：highest importance, rank
1852|pristine|纯净的,质朴的,未被文明腐蚀的：pure, free from dirt or decay
1853|privation|缺乏,穷困：lack
1854|probe|深入调查：penetrating investigation
1855|probity|正直：moral standards
1856|proclivity|癖性,爱好：inclination
1857|procrastinate|(因为懒散)拖延：put off laziness
1858|procure|获得,取得：get possession
1859|prod|促使…行动：persuade
1860|prodigal|挥霍的：spendthrift,败家子：spends freely
1861|prodigious|巨大的：great in size,惊人的,了不起的：astonishment
1862|profane|亵渎：treat abuse, irreverence, contempt,滥用：bad or improper use
1863|proffer|献出,提供：offer
1864|proficient|熟练的,精通的：advanced competence
1865|profligate|挥金如土的,挥霍的：wasteful,败家子：spends money freely,堕落的人：below the normal moral standard
1866|profundity|深奥,深刻：abstruse
1867|profusion|丰富,大量：abundance,挥霍,浪费：wasteful
1868|prohibitive|禁止的,阻止的：prohibit, restrain,(价格高得)抑制购买的：purchase
1869|proliferate|快速繁殖,激增：grow or multiply by rapidly offspring
1870|prolix|啰嗦的,冗长的：excessive length
1871|prologue|序言：preface
1872|prolong|延长,拖延：lengthen
1873|proofread|正式宣布：make known
1874|promulgate|校对：find errors and mark corrections
1875|propagate|繁殖：increase,传播,宣传：spread out
1876|propensity|倾向,癖好：inclination
1877|prophetic|预言的,预示的：foretelling
1878|propitiate|抚慰,劝解：appease
1879|propitious|吉祥的：favorably happy outcome
1880|proponent|建议者,支持者：support
1881|propriety|礼节：conformity socially acceptable,适当,得体：suitable or fitting
1882|prosaic|单调的,常见的：normal course of events
1883|proscribe|禁止,排斥：forbid
1884|prosecution|实行,执行：doing
1885|proselytize|(使)改变信仰：change religious faith
1886|prospect|探查,勘探：go into discovery,期待,期望的事物：looking forward to
1887|prosperous|成功的,繁盛的：vigorous growth, well-being
1888|prostrate|平躺(的),使平躺：lying flat,衰弱的,使衰竭：weakness
1889|protean|善变的,多才多艺的：diversity, variety, versatile
1890|protocol|正确的礼仪规范：correct conduct
1891|protract|延长,拖长：lengthen, prolong
1892|protrude|突出：project
1893|protuberant|隆起的,凸出的：thrusting out
1894|provident|节俭的：frugal, economical,有远见的：awareness for the future
1895|providential|天意的,幸运(的)：divine intervention
1896|provincial|狭隘(的)：limited perspective
1897|provisional|临时的：temporary
1898|provisory|有附带条件的,临时的：conditional
1899|provoke|激怒：incite anger,驱使,激起：stir feeling
1900|prowess|英勇,勇敢：superior, courage
1901|prowl|潜行于,巡游以猎取食物,徘徊：roam through search of prey
1902|prude|过分正经的人：一个过分关心自己是否得体、谦逊、或正确的人：greatly concerned seemly behavior and morally
1903|prudish|明智的：wisdom, judiciousness, wise,小心谨慎的,审慎的：circumspection
1904|prudent|过分守礼的：prudery
1905|prune|梅干：plum dried,修剪,修正
1906|pry|刺探,打听：inquire closely, curiously,
1907|pseudonym|假名,笔名：fictitious
1908|psychology|心理学：science mental process and behavior,心理战术：subtle tactical action influence
1909|pucker|撇(嘴),(使)收缩：contracted
1910|puckish|淘气的,顽皮的：mischievous, impish
1911|puerile|幼稚的,不成熟的：immature
1912|puissance|权力：power
1913|pulchritude|美丽：beauty
1914|pulverize|将…研磨成粉,将…彻底摧毁：complete end
1915|pun|双关语：humorous 
1916|punctilious|注意细节的,一丝不苟的：attentive details
1917|pundit|权威人士,专家：opinions authoritative
1918|pungent|辛辣的,讽刺的：use of wit cause hurt feelings
1919|puny|微小的,弱小的：inferior size, weak
1920|purity|纯净,纯洁,纯在：clean, morally pure
1921|purlieu|常去的地方：socializing,临近的地区：adjoining region
1922|purloin|偷窃：steal
1923|purvey|(大量)供给,供应：supply
1924|pusillanimous|懦弱的,胆小得令人鄙视的：timidity
1925|quack|骗子医生,江湖郎中：pretender
1926|quaff|大口地喝：drink heartily
1927|quail|胆怯,畏缩：fear, cower
1928|qualify|限定：reduce general,使有资格,使有能力：make competent
1929|quandary|困惑,窘境：perplexity, doubt
1930|quarantine|隔离：isolation
1931|quarry|采石场：stone is obtained,目标,猎物：pursuit
1932|quash|镇压,阻止：put a stop to
1933|quaver|发颤音：quivering voice
1934|quell|压制：suppress,使平静,使安静：pacify
1935|quench|熄灭：put out,使满足：put a complete end to
1936|querulous|抱怨的,爱发牢骚的：complaining
1937|quibble|吹毛求疵：criticize, cavil,牵强之词：微不足道的差别或不切中要点的异议,小反对：minor objection
1938|quiescent|平静的,静止的：quiet, inactive
1939|quixotic|不切实际的,空想的：more by ideals than by reality
1940|quota|配额,限额：proportional
1941|quotidian|每日的,平凡的：commonplace
1942|rabble|混乱的人群,暴民,下层群众：disorganized crowd of people
1943|rabid|狂热的,不冷静的：fanatical
1944|racy|活泼生动的：vigorous
1945|raffish|低俗的：crudeness
1946|raffle|垃圾,废物：discarded, useless
1947|rage|暴怒：violent anger
1948|ragged|衣衫褴褛的：threadbare clothes,凹凸不平的,不光滑的：not smooth
1949|rail|猛骂,猛烈抨击：revile or scold
1950|rakish|放荡的,行为不检的：lowered moral character
1951|ramble|漫步,漫游：move aimlessly,漫谈,长篇大论(并经常离题)地说或写：without a topic
1952|rambunctious|喧闹的,骚乱的：noisy
1953|ramshackle|摇摇欲坠的：ready to collapse
1954|rancor|敌意,深仇：ill will
1955|random|随机的,随意的：lacking pattern
1956|rankle|激怒：cause anger
1957|rant|(尤指长时间的)训斥,责骂：angry scolding,怒吼：noisy, angry or violent manner
1958|rapacious|食量大的,贪食的：huge appetite,过度贪婪的：covetous
1959|rapport|和睦,友好：friendly relationship
1961|rapscallion|流氓,恶棍：evil
1962|rapt|狂喜的,狂热的：pleasurable emotion,全神贯注的：deeply absorbed
1963|rash|使稀薄：make rare
1964|rarefy|草率的,仓促的：lack caution
1965|raspy|声音刺耳的：harsh,容易生气的：easily irritated
1966|ratify|(官方地)认可,批准：official acceptance
1967|ratiocination|推理：thought processes 
1968|ration|定额供应量,配给量：amount allotted,按比例分配：share or portion
1969|rational|合乎逻辑的：logical,理性的：based on reasoning
1970|rave|狂热赞扬：exaggerated display of affection,(发疯般的)怒吼：talk as if in delirium
1971|ravel|解开,松开：separate strands,阐明：clarity by separating,使纠缠,使复杂化：tangle
1972|ravish|使陶醉,使沉迷：overcome with emotion
1973|raze|摧毁,粉碎：destroy completely
1974|react|做出反应：in response
1975|reactionary|反对改革的,极保守的：opposition to progress
1977|reap|收割,收获：receive
1978|reassure|使安心,打消疑虑：restore to confidence
1979|rebuff|严词拒绝：reject
1980|recalcitrant|顽抗的,不顺从的：resistance defiance
1981|recant|撤回,放弃,改变：withdraw a statement
1982|recessive|(基因等)隐性的,由隐性基因控制的：does not produce a characteristic effect when present with a dominant allele,内向的,内敛的：not comfortable around people
1983|recidivate|回到原先的习惯,尤指重新犯罪：return to criminal habits
1984|reciprocate|往复运动：forward and backward,报答,回报：return
1985|reckless|不考虑后果的,大胆鲁莽的：careless
1986|recluse|隐士：lives away,隐居的,不爱社交的：withdrawal from society
1987|recoil|退却,畏缩：shrink back
1988|reconcile|使和解,协调：harmony
1989|recondite|深奥的,难解的：difficult to comprehend
1990|reconnoiter|侦察,勘查：make a preliminary inspection
1991|reconstitute|重建,(尤其是通过加水)使复原：restore by adding water
1992|reconvene|重新集合,重新召集：gather or summon again
1993|rectitude|正直：moral integrity
1994|recumbent|躺着的：lying down
1995|recuperate|恢复(健康或力量),康复：recover health
1996|redolent|芳香的：fragrance
1997|redoubtable|杰出的,值得尊敬的：worthy of respect,可怕的：arousing fear
1998|redundant|多余的,冗余的：exceeding necessary
1999|reel|感到眩晕：from being twirled around,蹒跚地走路：swaying from side to side
2000|referee|仲裁者,裁判员：impartially resolves a dispute,(就纠纷或争论)给出意见：give an opinion
2001|refine|提纯,精炼：free from impurities,改善,改进：improve or perfect
2002|reflect|反射：change direction,反映,显露：make manifest,思考：think seriously
2003|refractory|倔强的,不顺从的：resisting control
2004|refulgent|辉煌的,灿烂的：shinning radiantly
2005|refute|否认：declare not to be true,证明为假,证伪：prove wrong
2006|regenerate|使重获新生,使焕然一新：bring back to life,(使)洗心革面：better in character
2007|regimen|(政治上的)统治：lawful control
2008|regress|后退：back,退化,恶化：worse
2009|rehabilitate|使复原,使康复：restore to healthy condition,(使)洗心革面：better in character
2010|rehearsal|排练,彩排：practicing in preparation
2011|reign|统治权：right to command,占统治地位或盛行：be predominant
2012|rein|抑制,限制：keeping within certain boundaries,抑制,控制：keep from exceeding
2013|reiterate|重申：state again
2014|rejoice|欣喜,喜悦：feel joy
2015|relapse|故态复萌,再犯：fall back
2016|release|排放：give off,释放,使获得自由：set free,解雇：let go from office
2017|relentless|残酷的,无情的：no abatement or severity,固执的,不肯妥协的：yielding in one’s purpose
2018|relevant|有关系的,重要的：having connection
2019|religion|宗教,信仰：beliefs,(对于宗教信仰的)忠诚,虔诚：loyalty to God
2020|relinquish|放弃(职位,权力等)：give up,移交,交出：give control or possession
2021|relish|喜好,偏好：appreciation or liking,(愿望达成时的)高兴,满足感：when wishes are met,享受,喜欢：take pleasure
2022|reluctant|不情愿的,反感的：showing unwillingness
2023|remiss|疏忽的,不留心的：carelessness
2024|remodel|改造,改变结构：alter the structure 
2025|remonstrance|抗议,抱怨：expression of protect, complaint
2026|remorse|懊悔,悔恨：bitter regret
2027|remunerate|支付报酬,补偿：pay 
2028|rend|撕裂,猛拉：tear or split apart
2029|renegade|背教者,叛徒：rejects allegiance
2030|renounce|(正式地)放弃：give up,宣布与…决裂：refuse to follow
2031|renovate|修复,维修：restore,使重获新生,使焕然一新：bring back to life
2032|repartee|机智的回答：witty response,打趣,善意的玩笑：good-natured teasing
2033|repatriate|遣返：return to country
2034|repeal|撤销,废除(法律等)：rescind or annul,宣布与…决裂：refuse to recognize
2035|repel|抵制：fight against,使厌恶：cause aversion
2036|repertoire|(技术、设备或原料等的)详单：complete list
2037|repine|抱怨、表达不满：express discontent,渴望：long for
2038|replete|彻底吃饱了的：appetite completely satisfied,充满…的,富于…的：possessing great numbers
2039|repose|(劳作后的)休息：state of resting,平静,宁静：freedom from storm,休息：take a rest,放置,交给他人：safekeeping or another
2040|reprehend|谴责,责难,批评：express unfavorable opinion
2041|repress|镇压：put down by force,阻止(正常的表达、活动或发展等)：prevent expression
2042|reprieve|对...暂缓处刑,免罪：postpone or cancel punishment,维持...的运行：prevent from being closed
2043|reproach|令人羞愧的事物,耻辱：causes shame,批评,责备：express criticism
